Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,Onmichain Balance$,eth linea base scroll zks Balance$,affinity
19681443,0x25dc64daffbf708e3f5b56e4b26dfdb4e95ee568,0.925115,Tether : Binance,79,"['Harmony Bridge' 'CoreDAO' 'CoreDAO' 'NOGEM' 'Harmony Bridge' 'Zerius'
 'Angle' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO'
 'Angle' 'Angle' 'Harmony Bridge' 'Angle' 'Aptos Bridge' 'Harmony Bridge'
 'Stargate' 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'Angle' 'CoreDAO'
 'Harmony Bridge' 'Angle' 'CoreDAO' 'CoreDAO' 'Bitcoin Bridge' 'CoreDAO'
 'Harmony Bridge' 'Stargate' 'CoreDAO' 'Harmony Bridge' 'NOGEM' 'CoreDAO'
 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO'
 'CoreDAO' 'CoreDAO' nan 'Harmony Bridge' 'Angle' 'CoreDAO' 'CoreDAO'
 'CoreDAO' 'NOGEM' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'Angle'
 'CoreDAO' 'CoreDAO' 'Angle' 'NOGEM' 'CoreDAO' 'Harmony Bridge' 'Angle'
 'NOGEM' 'Aptos Bridge' 'Angle' 'Bitcoin Bridge' 'CoreDAO' 'Aptos Bridge'
 'Merkly' 'CoreDAO' 'CoreDAO' 'Angle' 'Angle' nan 'Merkly'
 'Harmony Bridge']",2019.03,25.56,10,7,18,86.09,"[0, 0, 0, 0, 53.71]",24
19681374,0xd5a39e5f84df18fa8b172a10691ef38285523232,0.941653,Tether : Binance,99,"['CoreDAO' 'NOGEM' 'Angle' 'Stargate' 'Angle' 'CoreDAO' 'Zerius' 'Zerius'
 'CoreDAO' 'Harmony Bridge' 'Angle' 'Angle' 'Stargate' 'Harmony Bridge'
 'Angle' 'NOGEM' 'CoreDAO' 'Angle' 'Harmony Bridge' 'Angle' 'CoreDAO'
 'Angle' 'CoreDAO' 'Harmony Bridge' nan 'Harmony Bridge' 'CoreDAO' 'Angle'
 'Harmony Bridge' nan 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'CoreDAO'
 'CoreDAO' 'Aptos Bridge' 'Angle' 'Angle' 'Bitcoin Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'CoreDAO' 'Merkly' 'CoreDAO' 'Angle' 'Harmony Bridge' 'CoreDAO' 'Merkly'
 'Harmony Bridge' 'Angle' 'NOGEM' 'Angle' 'CoreDAO' 'CoreDAO'
 'Harmony Bridge' 'Angle' 'CoreDAO' 'Merkly' 'CoreDAO' 'Zerius' 'CoreDAO'
 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'CoreDAO'
 'Harmony Bridge' 'CoreDAO' 'Merkly' 'Harmony Bridge' 'Aptos Bridge'
 'NOGEM' 'Merkly' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'Harmony Bridge' 'CoreDAO' 'Angle' 'CoreDAO' 'Angle'
 'Merkly' 'CoreDAO' 'Angle' 'Angle' 'Angle' 'Angle' 'Harmony Bridge'
 'Angle' 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge'
 'Harmony Bridge' 'Angle']",2014.73,20.35,10,9,18,94.01,"[0, 0, 0.0, 0, 52.95]",24
19681346,0x53fdca63a1b84463616b7bca9f5f44249f36ed64,0.901145,Tether : Binance,75,"['Zerius' 'Harmony Bridge' 'Angle' 'Angle' 'Harmony Bridge' 'Angle'
 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Aptos Bridge' 'Angle' 'CoreDAO'
 'CoreDAO' 'Angle' 'NOGEM' nan 'Harmony Bridge' 'Angle' 'Harmony Bridge'
 'CoreDAO' 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'CoreDAO' nan 'Stargate' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'CoreDAO' 'Bitcoin Bridge'
 'Angle' 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'CoreDAO'
 'Harmony Bridge' 'Angle' 'Angle' 'Angle' 'NOGEM' 'Angle' 'CoreDAO'
 'CoreDAO' 'NOGEM' 'Aptos Bridge' 'Angle' 'CoreDAO' 'Angle' 'CoreDAO'
 'CoreDAO' 'Stargate' 'CoreDAO' 'Angle' 'Angle' 'CoreDAO' 'CoreDAO'
 'Merkly' 'Harmony Bridge' 'Harmony Bridge' 'Merkly' 'CoreDAO' 'Merkly'
 'Harmony Bridge' nan 'NOGEM' 'Merkly' 'CoreDAO' 'Angle' 'Bitcoin Bridge']",2070.1,27.6,10,7,18,90.76,"[0, 0, 0, 0, 55.76]",24
19681307,0x5a380d6a6a765664be09f6076c80ccc4e96b896b,0.933158,Tether : Binance,92,"['Stargate' 'Aptos Bridge' 'Aptos Bridge' nan 'Merkly' 'CoreDAO' 'Zerius'
 'Harmony Bridge' 'Angle' 'Merkly' 'Harmony Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'CoreDAO' 'Angle' 'Harmony Bridge' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Angle' 'CoreDAO'
 'Angle' 'CoreDAO' 'Harmony Bridge' nan 'Merkly' 'Stargate' 'CoreDAO'
 'CoreDAO' 'Harmony Bridge' 'CoreDAO' nan 'Angle' 'Zerius' 'CoreDAO'
 'Angle' 'CoreDAO' 'Harmony Bridge' 'NOGEM' 'Angle' 'NOGEM' 'Angle'
 'Harmony Bridge' 'CoreDAO' 'Angle' 'Harmony Bridge' 'Merkly' 'CoreDAO'
 'Angle' 'CoreDAO' 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Angle' 'Angle' 'CoreDAO'
 'CoreDAO' 'CoreDAO' 'CoreDAO' 'NOGEM' 'Angle' 'CoreDAO' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'NOGEM' 'Aptos Bridge' 'Angle' 'Angle' 'Angle'
 'Harmony Bridge' 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Harmony Bridge'
 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'Angle'
 'Bitcoin Bridge' 'Angle']",2032.39,22.09,10,9,18,94.26,"[0, 0, 0, 0, 55.19]",24
19681155,0x46f75fe226163bf10c03acb06e8f49a91b0daf8e,0.9497,Tether : Binance,154,"['Merkly' 'Zerius' 'Holograph' 'Stargate' 'Harmony Bridge' 'Angle' nan
 'Harmony Bridge' 'Angle' 'Holograph' 'Merkly' 'Stargate' 'Harmony Bridge'
 'Stargate' 'Harmony Bridge' 'Angle' nan 'Angle' 'Merkly' 'Angle'
 'Stargate' 'Angle' 'Stargate' 'Merkly' 'Harmony Bridge' 'Stargate'
 'Bitcoin Bridge' nan 'Stargate' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Harmony Bridge' 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Harmony Bridge'
 nan 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Bitcoin Bridge'
 'Stargate' nan 'Bitcoin Bridge' 'Stargate' 'Bitcoin Bridge' 'Stargate'
 'Stargate' 'Harmony Bridge' 'Angle' 'Stargate' 'Bitcoin Bridge'
 'Harmony Bridge' 'L2Pass' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'L2Pass' 'TraderJoe'
 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Merkly' 'Stargate'
 'Harmony Bridge' 'Angle' 'Stargate' 'Angle' 'Merkly' 'Aptos Bridge'
 'Stargate' nan 'Harmony Bridge' 'Merkly' 'Stargate' 'Harmony Bridge'
 'Harmony Bridge' 'Bitcoin Bridge' 'Merkly' 'Stargate' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge' 'Harmony Bridge'
 'Bitcoin Bridge' 'Angle' 'Merkly' 'Stargate' nan 'Angle' 'Bitcoin Bridge'
 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Bitcoin Bridge' 'Stargate'
 'Stargate' 'Merkly' 'Angle' 'Harmony Bridge' 'Angle' 'Harmony Bridge'
 'Angle' 'Bitcoin Bridge' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Merkly' 'Bitcoin Bridge'
 'Angle' nan 'Angle' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Harmony Bridge' 'TraderJoe' 'Stargate' 'Angle' 'Harmony Bridge' 'Angle'
 'Stargate' 'Harmony Bridge' 'Stargate' 'Merkly' 'L2Pass' 'Stargate'
 'Stargate' 'TraderJoe' 'TraderJoe' 'Merkly' 'Stargate' 'Stargate']",17464.14,113.4,11,9,20,194.77,"[11.18, 0, 13.87, 28.04, 70.98]",30
19681130,0x45ef23643877dd680f5c382b6eaa37011fd022d1,0.96913,Tether : Binance,92,"['Angle' 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'Angle' 'NOGEM'
 'Harmony Bridge' nan 'CoreDAO' 'NOGEM' 'CoreDAO' 'Harmony Bridge'
 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'Harmony Bridge' 'Stargate' 'Aptos Bridge'
 'Harmony Bridge' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'CoreDAO' 'CoreDAO'
 'Bitcoin Bridge' nan 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Angle'
 'CoreDAO' 'Angle' 'Angle' nan 'Merkly' 'CoreDAO' 'CoreDAO'
 'Harmony Bridge' 'Stargate' nan 'Harmony Bridge' 'Zerius'
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Angle' 'Angle' 'CoreDAO'
 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'CoreDAO' 'Angle' 'CoreDAO' nan
 'NOGEM' 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'CoreDAO' 'Aptos Bridge' 'Harmony Bridge' 'CoreDAO'
 'Aptos Bridge' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO'
 'Angle' 'Harmony Bridge' 'Angle' 'CoreDAO' 'Angle' 'CoreDAO' 'CoreDAO'
 nan 'Angle' 'CoreDAO' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle' 'Merkly'
 'NOGEM']",2097.76,22.8,10,7,17,86.52,"[0, 0, 0, 0, 54.16]",24
19681106,0xb14d1a2276d1bd514bcc48115d02b80e416dadad,0.952191,Tether : Binance,95,"['CoreDAO' 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO'
 'Angle' 'Harmony Bridge' 'Angle' 'NOGEM' 'Merkly' 'CoreDAO' 'NOGEM'
 'Angle' 'Stargate' 'Angle' 'CoreDAO' 'Bitcoin Bridge' nan 'CoreDAO'
 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Harmony Bridge' 'NOGEM'
 'CoreDAO' 'CoreDAO' 'CoreDAO' 'CoreDAO' 'Angle' 'NOGEM' 'CoreDAO' 'Angle'
 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Harmony Bridge' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'Angle' 'CoreDAO' 'Angle' nan 'Angle' 'Harmony Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'Angle' nan
 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge' 'Aptos Bridge'
 'CoreDAO' 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'Stargate' 'Angle'
 'Angle' 'Angle' 'Aptos Bridge' 'Harmony Bridge' 'CoreDAO' 'Angle'
 'Merkly' 'Angle' 'CoreDAO' 'Angle' 'Harmony Bridge' 'Harmony Bridge'
 'NOGEM' 'CoreDAO' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Merkly' 'Angle'
 'Angle' 'Merkly' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'NOGEM'
 'Harmony Bridge' 'Angle' 'Harmony Bridge' nan]",2022.14,21.29,9,8,19,91.01,"[0, 0, 0, 0, 55.53]",24
19681095,0x9a67dfa99eb228a629410e3dee0ac6711bdf3636,0.9589,Tether : Binance,151,"['Angle' 'Stargate' 'Stargate' 'Angle' 'Bitcoin Bridge' 'Merkly' 'L2Pass'
 'Stargate' 'Angle' 'Stargate' 'Merkly' 'Bitcoin Bridge' 'Harmony Bridge'
 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Harmony Bridge'
 'Harmony Bridge' nan 'Stargate' 'Stargate' 'TraderJoe' 'Merkly' 'Angle'
 'Aptos Bridge' 'Stargate' 'Stargate' 'Harmony Bridge' 'Merkly' 'Stargate'
 'Stargate' 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle' 'Bitcoin Bridge'
 'Holograph' 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Stargate' 'Harmony Bridge' 'Angle' 'Stargate' 'Merkly'
 'Stargate' 'Angle' nan 'Angle' 'Merkly' 'Stargate' nan 'Stargate'
 'Merkly' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' nan 'Stargate'
 'Angle' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Angle'
 'Merkly' 'Angle' 'Angle' 'Harmony Bridge' 'Angle' 'Stargate' 'TraderJoe'
 'Angle' 'Bitcoin Bridge' 'Radiant Capital' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Merkly' 'Bitcoin Bridge'
 'Angle' 'Stargate' 'Harmony Bridge' 'Stargate' 'L2Pass' 'Harmony Bridge'
 'Stargate' 'TraderJoe' 'Merkly' 'Stargate' 'Harmony Bridge' 'Angle'
 'Stargate' 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' 'Stargate' 'Radiant Capital' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge' 'Stargate' 'L2Pass'
 'Stargate' 'Angle' 'Angle' 'L2Pass' 'Merkly' nan 'Merkly' 'Stargate'
 'Stargate' nan 'Angle' 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate'
 'TraderJoe' 'Stargate' 'Stargate' 'Stargate' 'Zerius' 'Angle' 'Merkly'
 'Stargate' 'Stargate' 'Merkly' 'Harmony Bridge' 'Stargate'
 'Harmony Bridge' 'Stargate' 'Angle']",15711.14,104.05,12,10,20,242.39,"[14.26, 60.24, 13.76, 16.46, 71.96]",30
19681074,0xb9cee16a9f75073f357551ce4c8a4b7e3a8397de,0.987372,Tether : Binance,88,"['Angle' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'CoreDAO' 'Angle'
 'Aptos Bridge' 'CoreDAO' 'Bitcoin Bridge' 'Angle' 'CoreDAO' 'Angle'
 'Angle' 'Angle' 'Harmony Bridge' 'Angle' 'Angle' 'Harmony Bridge'
 'CoreDAO' nan 'CoreDAO' 'Aptos Bridge' 'Angle' 'Angle' 'Harmony Bridge'
 'NOGEM' 'NOGEM' 'Angle' 'Angle' 'Harmony Bridge' 'Angle' 'Harmony Bridge'
 'CoreDAO' 'Harmony Bridge' 'Zerius' 'Harmony Bridge' 'Harmony Bridge'
 'CoreDAO' 'NOGEM' 'Zerius' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'CoreDAO' 'Angle' 'CoreDAO' 'CoreDAO' 'Stargate'
 'Angle' 'Angle' 'Merkly' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Bitcoin Bridge'
 'CoreDAO' nan 'Angle' 'Merkly' 'Harmony Bridge' 'Stargate'
 'Harmony Bridge' 'Angle' 'CoreDAO' 'CoreDAO' 'Angle' 'CoreDAO'
 'Harmony Bridge' 'Angle' 'Angle' 'Angle' 'Harmony Bridge' 'Angle' 'Angle'
 'Harmony Bridge' 'CoreDAO' 'Merkly' 'CoreDAO' 'Angle' 'CoreDAO' 'Angle'
 'CoreDAO']",2053.3,23.33,10,7,17,100.02,"[0, 0, 0, 0, 64.05]",24
19681056,0xfeb01575f213645840af8da86b95a1e20fbe2b41,0.923993,Tether : Binance,88,"['CoreDAO' 'Harmony Bridge' 'CoreDAO' 'Angle' 'Merkly' 'Angle'
 'Harmony Bridge' 'Angle' 'Angle' 'Stargate' 'Harmony Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Angle'
 'CoreDAO' 'Angle' 'CoreDAO' 'CoreDAO' nan 'Harmony Bridge' 'CoreDAO'
 'Harmony Bridge' 'Angle' 'Aptos Bridge' 'Angle' 'Angle' 'CoreDAO'
 'Bitcoin Bridge' 'Angle' 'CoreDAO' 'Angle' 'Zerius' 'Angle' 'Angle'
 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Angle' 'CoreDAO' 'Angle' 'Angle'
 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'CoreDAO' 'Angle' 'Harmony Bridge'
 'NOGEM' 'Angle' 'CoreDAO' 'Harmony Bridge' 'Merkly' 'Bitcoin Bridge'
 'CoreDAO' 'Angle' 'Aptos Bridge' 'Angle' 'Angle' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'CoreDAO' nan 'Stargate'
 'CoreDAO' 'Harmony Bridge' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle'
 'Angle' 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'CoreDAO' 'Angle'
 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'Angle' 'CoreDAO' 'Angle'
 'CoreDAO']",2091.88,23.77,10,7,14,107.6,"[0, 0, 0, 0, 67.01]",24
19681028,0x81443f3447b9f2b1bdb1e8c2da40dd25941f69b2,0.97112,Tether : Binance,32,"['Merkly' 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Merkly' 'Merkly'
 'Harmony Bridge' 'CoreDAO' nan 'Harmony Bridge' 'NOGEM' 'Harmony Bridge'
 'NOGEM' 'Merkly' 'Zerius' 'Harmony Bridge' nan 'Merkly' 'Merkly'
 'Stargate' 'CoreDAO' 'Merkly' 'Merkly' 'Aptos Bridge' 'NOGEM' 'NOGEM'
 'Merkly' 'Zerius' 'Merkly' 'Harmony Bridge' 'Stargate' nan]",2057.33,64.29,8,6,18,101.59,"[0, 0, 0, 0, 54.88]",28
19681023,0x066163d302e9f67f501aaa87e3ee2c8f45c931cd,0.9085,Tether : Binance,149,"['Stargate' 'Bitcoin Bridge' 'Stargate' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Angle' 'Stargate' 'Bitcoin Bridge' 'Stargate' nan 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Bitcoin Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'Angle' 'Merkly' 'Stargate' 'Stargate' 'L2Pass' 'Stargate' 'Stargate'
 'Radiant Capital' 'Harmony Bridge' 'Stargate' 'Stargate' 'Stargate'
 'Holograph' 'Angle' 'Harmony Bridge' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Bitcoin Bridge'
 'Angle' 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Harmony Bridge' 'Stargate' 'Angle' nan 'L2Pass' nan 'Bitcoin Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Merkly' 'Merkly' 'L2Pass' 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Harmony Bridge' 'Angle'
 'Bitcoin Bridge' 'Stargate' 'Harmony Bridge' 'Stargate' 'Angle' 'Merkly'
 'Angle' 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Harmony Bridge' 'Stargate' 'Angle' 'Angle' nan 'Angle'
 'Angle' 'Harmony Bridge' nan 'Stargate' nan 'Angle' 'Angle' 'Stargate'
 'Merkly' 'Angle' 'Merkly' 'Stargate' 'Harmony Bridge' 'Merkly' 'Angle'
 'Harmony Bridge' 'Aptos Bridge' 'Stargate' 'Merkly' 'Stargate' 'Merkly'
 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge' 'Angle' 'Merkly'
 'L2Pass' 'Radiant Capital' 'Angle' 'Stargate' 'Stargate' 'Bitcoin Bridge'
 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Radiant Capital' 'Stargate' nan 'Stargate' 'Zerius' 'Angle'
 'Radiant Capital' 'Angle' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Stargate']",15071.78,101.15,11,9,20,203.42,"[5.54, 0, 13.26, 33.07, 83.91]",41
19680951,0xb791c991a9f5f1e4a59f9ddf75e9eaec95b88373,0.999,Tether : Binance,28,"['Holograph' 'Angle' nan 'Merkly' 'Omni X' 'Holograph' 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Merkly' 'Stargate' 'Stargate' 'Holograph'
 'Angle' 'Merkly' 'Stargate' 'Merkly' 'Stargate' 'Holograph' 'Merkly'
 'Stargate' 'Stargate' 'Merkly' 'Omni X' 'Merkly' 'Stargate' 'Angle']",2972.32,106.15,6,7,12,237.77,"[0.74, 0, 0, 0, 143.44]",23
19680884,0xf2894ca051136cdb08088b1fb2776dc015f127db,0.958,Tether : Binance,138,"['Stargate' 'Harmony Bridge' 'Merkly' 'Stargate' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Harmony Bridge' 'Stargate' 'Angle' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Radiant Capital' 'Angle' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Harmony Bridge' 'Stargate' 'Stargate' 'L2Pass'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Bitcoin Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge' 'Holograph'
 'Harmony Bridge' 'Stargate' 'L2Pass' 'Angle' 'Harmony Bridge' 'Stargate'
 'Angle' 'Radiant Capital' 'Stargate' 'Stargate' 'Angle' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Zerius' nan 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Radiant Capital' 'Stargate'
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Merkly' 'Harmony Bridge' 'Radiant Capital' nan 'Angle' 'Bitcoin Bridge'
 nan 'Angle' 'Stargate' 'Stargate' 'Merkly' 'Angle' 'Holograph' 'L2Pass'
 'Stargate' 'Merkly' 'Harmony Bridge' 'Stargate' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Bitcoin Bridge'
 'Stargate' 'L2Pass' 'Angle' nan 'Stargate' 'TraderJoe' 'Merkly'
 'Stargate' 'Aptos Bridge' 'Stargate' 'Bitcoin Bridge' 'Angle' 'Angle'
 'TraderJoe' 'L2Pass' 'Stargate' 'Angle' 'Angle' 'Harmony Bridge'
 'Harmony Bridge' 'Merkly' 'Stargate' nan 'Stargate' 'Harmony Bridge'
 'Stargate' 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Angle'
 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Angle' 'Bitcoin Bridge'
 'Stargate' 'Stargate' 'Harmony Bridge' 'Radiant Capital' 'Harmony Bridge'
 'Angle' 'Radiant Capital' 'Merkly' 'Merkly']",15777.02,114.33,12,9,19,184.03,"[4.98, 0, 19.62, 31.52, 66.72]",30
19680869,0x55610e5f89a7bccea4593f81ed5c5083e336819f,0.931138,Tether : Binance,79,"['Stargate' nan 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'Angle'
 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Aptos Bridge' 'Angle'
 'CoreDAO' 'Zerius' 'Merkly' 'Angle' 'Harmony Bridge' 'Harmony Bridge'
 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'NOGEM' 'Harmony Bridge' nan
 'CoreDAO' 'Harmony Bridge' 'Angle' 'Zerius' 'CoreDAO' 'Harmony Bridge'
 'NOGEM' 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Angle' 'Angle'
 'CoreDAO' 'Merkly' 'Angle' 'Aptos Bridge' 'NOGEM' 'Angle' 'CoreDAO'
 'Harmony Bridge' 'CoreDAO' 'Angle' 'CoreDAO' 'NOGEM' 'NOGEM' 'CoreDAO'
 'Harmony Bridge' 'Bitcoin Bridge' 'Harmony Bridge' 'Angle' 'NOGEM'
 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'Angle' 'Harmony Bridge' 'Angle'
 'Aptos Bridge' 'CoreDAO' 'CoreDAO' 'CoreDAO' 'CoreDAO' 'Merkly'
 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge' 'Bitcoin Bridge' 'CoreDAO'
 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'CoreDAO'
 'CoreDAO' nan 'CoreDAO']",2030.13,25.7,10,7,19,92.05,"[0, 0, 0, 0, 57.53]",24
