Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,Onmichain Balance$,eth linea base scroll zks Balance$,affinity
20418223,0x76518c00a1531b979dd373196c59048ba1ba9b77,1.0689,Tether : Binance,13,"[nan 'Stargate' nan nan nan 'Testnet Bridge' 'Stargate' 'Testnet Bridge'
 nan 'Stargate' 'Aptos Bridge' 'Aptos Bridge' nan]",193.04,14.85,4,4,10,592.02,"[448.04, 24.77, 22.0, 0, 72.37]",7
20418218,0x8788690108605435cdd5304de2f4bedc0393b02c,1.0683,Tether : Binance,13,"[nan 'Aptos Bridge' 'Stargate' nan nan 'Testnet Bridge' nan nan nan
 'Stargate' 'Testnet Bridge' 'Stargate' 'Aptos Bridge']",201.14,15.47,4,4,10,584.06,"[446.39, 23.76, 22.03, 0, 72.25]",7
20418213,0xb9d9593139f849fc9c528513b6ee010177728e93,1.0679,Tether : Binance,13,"[nan nan 'Aptos Bridge' nan 'Stargate' 'Stargate' 'Testnet Bridge'
 'Stargate' nan 'Aptos Bridge' 'Testnet Bridge' nan nan]",175.29,13.48,4,4,10,582.7,"[443.0, 22.77, 22.19, 0, 70.1]",7
20418210,0xe54163e19e4b1182f5389f740ffcca4bd7949cf7,1.0675,Tether : Binance,13,"[nan 'Testnet Bridge' 'Stargate' 'Stargate' nan 'Aptos Bridge'
 'Testnet Bridge' 'Stargate' nan nan nan nan 'Aptos Bridge']",178.59,13.74,4,4,10,585.63,"[447.01, 23.39, 21.97, 0, 69.97]",7
20418205,0xe259696be2441d45789e5f8e4c0c2a0e10b06b7e,1.0669,Tether : Binance,14,"[nan 'Aptos Bridge' 'Testnet Bridge' nan nan nan 'Stargate' nan 'Stargate'
 'Stargate' 'Aptos Bridge' nan 'Testnet Bridge' 'Stargate']",290.53,20.75,4,4,10,582.71,"[447.13, 23.42, 22.01, 0, 70.15]",7
20418205,0x398a5cdd02e4cb43a16ad1c597d6f24b66073c3a,1.067,Tether : Binance,14,"[nan nan nan 'Stargate' 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate'
 'Testnet Bridge' 'Aptos Bridge' 'Testnet Bridge' nan nan nan]",296.74,21.2,4,4,10,589.78,"[446.72, 25.1, 21.99, 0, 72.71]",7
20418195,0xabfc0302c65ca5ebcf2b7fa8090b653170119674,1.0658,Tether : Binance,13,"[nan nan 'Testnet Bridge' nan 'Testnet Bridge' nan 'Stargate' 'Stargate'
 'Aptos Bridge' nan nan 'Aptos Bridge' 'Stargate']",172.56,13.27,4,4,9,588.87,"[448.16, 24.3, 22.01, 0, 71.61]",7
20418194,0xc68f839630b615cec86c63fc08438f331ba4e8d4,1.0654,Tether : Binance,13,"['Stargate' nan nan 'Stargate' nan 'Aptos Bridge' nan nan 'Testnet Bridge'
 'Testnet Bridge' nan 'Stargate' 'Aptos Bridge']",189.65,14.59,4,4,10,600.98,"[449.9, 23.57, 22.11, 0, 84.6]",7
20418187,0xe738d4ca44e66baaf48ef6c56598509aeb8250bf,1.0648,Tether : Binance,13,"['Aptos Bridge' 'Stargate' nan 'Aptos Bridge' nan 'Testnet Bridge'
 'Testnet Bridge' 'Stargate' nan nan nan nan 'Stargate']",174.37,13.41,4,4,10,597.73,"[444.04, 23.77, 21.85, 0, 83.86]",7
20418183,0x30ba1a7918dfaf37b5024765ef9205f3374bf502,1.0645,Tether : Binance,13,"['Testnet Bridge' 'Stargate' 'Testnet Bridge' nan nan 'Aptos Bridge' nan
 nan nan nan 'Stargate' 'Stargate' 'Aptos Bridge']",172.34,13.26,4,4,9,592.15,"[444.3, 23.31, 21.97, 0, 81.72]",7
20418183,0xa85ab44dccb5ec2b2bdf19aae3da5df93c91daf8,1.0642,Tether : Binance,13,"['Stargate' nan nan 'Aptos Bridge' nan 'Testnet Bridge' 'Testnet Bridge'
 'Stargate' nan 'Aptos Bridge' nan nan 'Stargate']",195.16,15.01,4,4,10,596.52,"[443.59, 23.2, 22.05, 0, 83.4]",7
20418178,0x7cac5e216677ef9af9bd285e3282cc527aaaa1d5,1.0639,Tether : Binance,13,"['Testnet Bridge' 'Testnet Bridge' 'Stargate' 'Stargate' nan nan
 'Aptos Bridge' nan nan nan 'Stargate' 'Aptos Bridge' nan]",193.32,14.87,4,4,9,600.02,"[446.28, 23.21, 22.06, 0, 85.24]",7
20418153,0x9e9df71c3366286784f22f99b56b6850149ada81,1.0612,Tether : Binance,13,"['Aptos Bridge' 'Stargate' 'Aptos Bridge' 'Stargate' nan 'Stargate' nan
 nan nan 'Testnet Bridge' 'Testnet Bridge' nan nan]",194.38,14.95,4,4,10,610.99,"[447.75, 24.72, 21.88, 0, 94.64]",7
20418151,0x0c35f7d8a46c4953c65e3bd152d5f90de1f9c57a,1.0603,Tether : Binance,13,"[nan nan nan 'Aptos Bridge' 'Testnet Bridge' nan nan 'Aptos Bridge'
 'Testnet Bridge' 'Stargate' nan 'Stargate' 'Stargate']",179.2,13.78,4,4,9,601.26,"[441.68, 23.32, 22.01, 0, 88.97]",7
20418151,0x2ee52280db5b364aecc9868c466cf49d85ebde10,1.0608,Tether : Binance,13,"[nan nan 'Stargate' 'Stargate' nan nan nan 'Aptos Bridge' 'Stargate' nan
 'Testnet Bridge' 'Testnet Bridge' 'Aptos Bridge']",185.17,14.24,4,4,10,596.24,"[445.44, 23.43, 22.06, 0, 81.18]",7
20418150,0x3f61db40a3ac033f2414f9c66779483a3256094a,1.0609,Tether : Binance,13,"[nan 'Stargate' 'Stargate' nan nan 'Testnet Bridge' nan 'Stargate'
 'Testnet Bridge' nan nan 'Aptos Bridge' 'Aptos Bridge']",190.07,14.62,4,4,10,593.2,"[443.16, 23.65, 21.92, 0, 80.12]",7
20418147,0x92b2c3deb1d84048403ee82a2094b51596677226,1.0604,Tether : Binance,13,"['Stargate' 'Aptos Bridge' 'Testnet Bridge' nan nan 'Stargate' nan
 'Testnet Bridge' nan 'Stargate' nan 'Aptos Bridge' nan]",184.55,14.2,4,4,9,598.38,"[441.8, 24.62, 21.99, 0, 88.67]",7
20418144,0xb235b74d045b67c24863f71be402bebd25b83e35,1.0598,Tether : Binance,14,"['Testnet Bridge' nan nan nan nan 'Stargate' 'Stargate' 'Aptos Bridge' nan
 'Stargate' 'Aptos Bridge' nan 'Testnet Bridge' nan]",172.38,12.31,4,4,10,584.43,"[426.1, 24.64, 22.09, 0, 90.56]",7
20419091,0x8ce54e99e7646443470d66a398872ee1d5cbe5f8,1.0683,Tether : Binance,13,"[nan nan 'Aptos Bridge' nan 'Stargate' 'Testnet Bridge' 'Aptos Bridge'
 'Stargate' nan nan 'Aptos Bridge' 'Stargate' nan]",196.22,15.09,4,4,9,585.49,"[443.67, 23.0, 21.83, 0, 70.84]",7
20419070,0x37564f16453d5a8ea9f80414dc836c4b3c68bd14,1.0661,Tether : Binance,14,"[nan nan 'Stargate' 'Aptos Bridge' nan nan nan 'Stargate' 'Aptos Bridge'
 nan 'Stargate' 'Stargate' 'Aptos Bridge' 'Testnet Bridge']",281.37,20.1,4,4,9,593.81,"[444.39, 23.03, 21.84, 0, 78.15]",7
20419068,0x096636119e6ad4dea7f6e0762f30b7f7a7c3f346,1.066,Tether : Binance,13,"[nan 'Stargate' 'Testnet Bridge' nan 'Aptos Bridge' 'Stargate' nan
 'Aptos Bridge' nan nan 'Stargate' nan 'Aptos Bridge']",198.56,15.27,4,4,9,581.64,"[444.76, 24.19, 21.93, 0, 66.92]",7
20419052,0x10e8508c9e80f273d4f1df6e499f1813e7922d0d,1.064,Tether : Binance,14,"['Stargate' nan 'Aptos Bridge' nan 'Aptos Bridge' nan nan 'Stargate'
 'Testnet Bridge' nan 'Aptos Bridge' nan 'Stargate' nan]",191.55,13.68,4,4,9,592.9,"[444.65, 24.61, 21.85, 0, 74.44]",7
20419052,0x7860122ef6de1c8a8d6b4ed331d569d03531d3f6,1.0641,Tether : Binance,13,"['Aptos Bridge' 'Aptos Bridge' 'Stargate' 'Testnet Bridge' nan 'Stargate'
 nan 'Stargate' nan 'Aptos Bridge' nan nan nan]",171.51,13.19,4,4,9,597.75,"[445.46, 22.43, 21.96, 0, 85.83]",7
20419050,0xb93ce9fef8904c559fe76eb1dc80b38f5d172b77,1.0638,Tether : Binance,14,"['Stargate' nan nan 'Aptos Bridge' 'Stargate' nan 'Testnet Bridge'
 'Aptos Bridge' nan 'Stargate' nan 'Aptos Bridge' nan nan]",173.68,12.41,4,4,10,600.08,"[441.56, 24.33, 21.84, 0, 86.36]",7
20419041,0x65762459cb26ce921edbf1854e8b5ca1403e39fe,1.0628,Tether : Binance,14,"[nan nan 'Testnet Bridge' nan nan nan 'Stargate' 'Stargate' nan
 'Aptos Bridge' 'Aptos Bridge' 'Stargate' 'Aptos Bridge' nan]",189.54,13.54,4,4,9,585.57,"[439.37, 24.59, 22.0, 0, 74.68]",7
20419032,0x5665f8faf15a95c24b4b7927d40f365dcc6b21e3,1.0612,Tether : Binance,14,"['Stargate' 'Aptos Bridge' nan nan nan 'Testnet Bridge' nan nan
 'Aptos Bridge' 'Stargate' nan 'Aptos Bridge' 'Stargate' nan]",188.67,13.48,4,4,9,591.64,"[438.51, 24.17, 21.91, 0, 82.83]",7
20419029,0x4fb2291f14edad64b15c2a35fad7be4fcc984d3c,1.0614,Tether : Binance,14,"['Testnet Bridge' 'Aptos Bridge' nan nan nan 'Stargate' 'Stargate'
 'Aptos Bridge' nan nan 'Aptos Bridge' 'Stargate' nan nan]",185.78,13.27,4,4,9,593.87,"[440.87, 22.5, 21.87, 0, 82.45]",7
20419021,0x6484f50928c97314a5caab5d28b39c4d6bdf7f9f,1.0606,Tether : Binance,15,"[nan nan 'Stargate' 'Stargate' 'Aptos Bridge' nan 'Aptos Bridge' nan
 'Stargate' nan nan nan 'Testnet Bridge' 'Aptos Bridge' nan]",164.75,10.98,4,4,9,612.01,"[441.3, 25.01, 21.94, 0, 94.61]",7
20418918,0x4ba2a67b32b436975d3f16ff2e7b0b707e3b8fa9,1.0687,Tether : Binance,16,"[nan nan 'Stargate' 'Omni X' 'Aptos Bridge' nan nan 'Testnet Bridge' nan
 'Aptos Bridge' 'Stargate' 'Omni X' 'Stargate' nan nan 'Aptos Bridge']",181.82,11.36,5,4,11,565.08,"[431.25, 23.57, 22.01, 0, 67.66]",8
20418912,0x0de908c7cd36a9c19b9f3e42783f218a3b3afa41,1.0682,Tether : Binance,16,"[nan nan nan 'Aptos Bridge' nan 'Omni X' nan 'Omni X' 'Stargate'
 'Stargate' 'Aptos Bridge' 'Testnet Bridge' 'Aptos Bridge' 'Stargate' nan
 nan]",180.31,11.27,5,4,11,568.98,"[430.52, 24.74, 22.0, 0, 68.92]",8
20418909,0x96ac13e676c142967ae63a0d8d13d644b9fe3319,1.0679,Tether : Binance,16,"[nan 'Stargate' 'Omni X' nan nan 'Aptos Bridge' nan 'Omni X' nan
 'Aptos Bridge' nan 'Aptos Bridge' 'Testnet Bridge' 'Stargate' nan
 'Stargate']",170.07,10.63,5,4,11,565.55,"[432.3, 24.02, 22.07, 0, 68.02]",8
20418901,0x1e8f8d19d05af31c51378ebae3148fbb88192b94,1.0669,Tether : Binance,16,"['Omni X' 'Stargate' 'Stargate' 'Aptos Bridge' nan 'Stargate' nan
 'Testnet Bridge' nan nan nan 'Aptos Bridge' 'Omni X' nan 'Aptos Bridge'
 nan]",175.98,11,5,4,11,573.38,"[434.37, 24.4, 21.9, 0, 67.09]",8
20418891,0x79041f6ef1352d7df0e0e383823548f390d5ea26,1.0657,Tether : Binance,16,"['Stargate' nan 'Stargate' nan 'Omni X' 'Aptos Bridge' 'Stargate'
 'Aptos Bridge' nan 'Testnet Bridge' nan nan 'Aptos Bridge' 'Omni X' nan
 nan]",175.88,10.99,5,4,11,544.9,"[411.72, 23.48, 21.85, 0, 61.98]",8
20418888,0x8a7f2f65f22868e36655faaf155d6647734816fa,1.0654,Tether : Binance,16,"[nan 'Omni X' nan nan 'Stargate' 'Omni X' nan 'Stargate' 'Aptos Bridge'
 'Aptos Bridge' 'Stargate' nan 'Testnet Bridge' nan nan 'Aptos Bridge']",193.38,12.09,5,4,11,570.15,"[431.97, 23.82, 21.95, 0, 69.67]",8
20418887,0x5f8a086a65573fd7cf9e319baa563cd0bc591877,1.0655,Tether : Binance,16,"['Aptos Bridge' nan nan 'Stargate' nan nan nan 'Aptos Bridge' nan
 'Stargate' 'Aptos Bridge' 'Omni X' 'Omni X' nan 'Testnet Bridge'
 'Stargate']",179.63,11.23,5,4,11,542.85,"[410.46, 23.9, 21.9, 0, 64.34]",8
20418886,0x008315d1347029ddc4c1f2c84b03c2f90338320a,1.0653,Tether : Binance,16,"[nan 'Aptos Bridge' 'Aptos Bridge' 'Stargate' nan 'Omni X' nan
 'Aptos Bridge' nan 'Stargate' nan 'Stargate' nan 'Omni X'
 'Testnet Bridge' nan]",176.73,11.05,5,4,11,538.34,"[410.52, 24.44, 21.97, 0, 61.47]",8
20418880,0x3fb6990ad5bf9ee6e5c8527e17a4ae2129678079,1.0646,Tether : Binance,16,"[nan 'Stargate' 'Aptos Bridge' nan 'Stargate' nan 'Stargate'
 'Testnet Bridge' 'Aptos Bridge' nan 'Aptos Bridge' nan nan nan 'Omni X'
 'Omni X']",206.18,12.89,5,4,11,541.99,"[410.01, 23.72, 21.94, 0, 62.55]",8
20418875,0x6b1c39b9f71fb565523df73ed4a714d972b226bc,1.0641,Tether : Binance,16,"[nan 'Testnet Bridge' 'Omni X' 'Aptos Bridge' nan 'Aptos Bridge' 'Omni X'
 'Aptos Bridge' nan nan nan nan 'Stargate' 'Stargate' 'Stargate' nan]",196.67,12.29,5,4,10,574.57,"[433.14, 23.46, 21.95, 0, 65.58]",8
20418869,0x0a2fe4b8971febbb9e0e44bc0359a1f5b0846598,1.063,Tether : Binance,18,"['Stargate' nan nan 'Omni X' 'Omni X' nan 'Stargate' 'Omni X'
 'Testnet Bridge' 'Aptos Bridge' nan 'Stargate' 'Aptos Bridge'
 'Aptos Bridge' nan nan nan 'Omni X']",173.63,9.65,5,4,10,560.45,"[432.16, 23.43, 22.02, 0, 58.26]",8
20418868,0xfeef60f7d8a99d97fd39a81492c59549f160aca7,1.0632,Tether : Binance,16,"[nan 'Omni X' 'Stargate' 'Omni X' nan 'Stargate' nan nan 'Aptos Bridge'
 nan nan 'Aptos Bridge' nan 'Aptos Bridge' 'Testnet Bridge' 'Stargate']",160.51,10.03,5,4,10,565.94,"[429.73, 23.25, 21.93, 0, 66.84]",8
20418853,0x6a5d2a6c133c0d9bd9684df9d89642a4a89cbdd1,1.0614,Tether : Binance,15,"[nan 'Stargate' 'Aptos Bridge' 'Aptos Bridge' nan nan 'Stargate' nan nan
 'Omni X' 'Omni X' 'Stargate' 'Aptos Bridge' nan 'Testnet Bridge']",182.49,12.17,5,4,10,572.28,"[434.37, 22.87, 22.01, 0, 68.8]",8
20418530,0xe4506ec3544373c28d81fdcae0b838ef09eba707,1.0636,Tether : Binance,16,"['Omni X' nan nan 'Stargate' 'Stargate' nan nan 'Aptos Bridge' nan nan
 'Omni X' 'Aptos Bridge' 'Aptos Bridge' 'Testnet Bridge' 'Stargate' nan]",194.06,12.13,5,4,11,601.09,"[436.05, 24.38, 22.02, 0, 98.33]",8
20418530,0xca3c87f44ae551ace0d5d428740c588815f72775,1.0637,Tether : Binance,17,"['Aptos Bridge' 'Omni X' 'Stargate' 'Testnet Bridge' 'Omni X' nan nan nan
 'Aptos Bridge' 'Stargate' nan 'Stargate' nan nan 'Aptos Bridge' nan nan]",188.73,11.1,5,4,11,589.34,"[436.38, 23.11, 22.0, 0, 82.48]",8
20418529,0x851e306fe692af117443b62ca045dbfd93e8c548,1.0634,Tether : Binance,17,"[nan 'Aptos Bridge' 'Aptos Bridge' nan 'Omni X' 'Testnet Bridge'
 'Stargate' 'Omni X' nan nan 'Stargate' 'Testnet Bridge' 'Stargate' nan
 nan nan 'Aptos Bridge']",174.42,10.26,5,4,11,603.64,"[435.91, 25.1, 21.91, 0, 97.01]",8
20418523,0xa42962e4bf8c4d2a265b76b19e0661b8dc023907,1.0628,Tether : Binance,16,"[nan 'Aptos Bridge' 'Stargate' 'Aptos Bridge' nan nan 'Testnet Bridge'
 'Aptos Bridge' nan nan 'Omni X' nan 'Omni X' nan 'Stargate' 'Stargate']",184.71,11.54,5,4,11,598.06,"[449.7, 22.79, 22.08, 0, 78.81]",8
20418522,0x81aeb4e7069f678bd8be5595a27c65358fc8b19c,1.0629,Tether : Binance,16,"['Testnet Bridge' nan nan 'Omni X' nan 'Aptos Bridge' 'Stargate' nan
 'Stargate' 'Aptos Bridge' nan 'Omni X' 'Aptos Bridge' 'Stargate' nan nan]",182.43,11.4,5,4,11,594.44,"[436.61, 24.37, 22.03, 0, 87.65]",8
20418521,0xc5ca815ab1965cd87d0540659787d57f3abec1fc,1.0626,Tether : Binance,16,"['Testnet Bridge' 'Omni X' nan 'Aptos Bridge' nan nan 'Aptos Bridge' nan
 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate' nan 'Omni X' nan nan]",193.71,12.11,5,4,11,589.1,"[436.34, 22.93, 22.01, 0, 82.76]",8
20418513,0xb05d7bc9d0b6250a9008f34d7f4b95e7b405cadd,1.0618,Tether : Binance,16,"[nan 'Stargate' nan 'Aptos Bridge' nan 'Omni X' 'Stargate'
 'Testnet Bridge' 'Omni X' nan 'Stargate' nan 'Aptos Bridge' nan
 'Aptos Bridge' nan]",172.47,10.78,5,4,11,589.39,"[434.16, 23.79, 22.0, 0, 87.79]",8
20418512,0xc9836ffe3c63a0a4336bc57e097573799c8e007d,1.0617,Tether : Binance,16,"[nan 'Omni X' 'Omni X' 'Stargate' 'Aptos Bridge' nan 'Aptos Bridge'
 'Stargate' 'Testnet Bridge' nan nan 'Stargate' nan nan nan 'Aptos Bridge']",176.74,11.05,5,4,11,583.67,"[434.7, 23.07, 22.05, 0, 78.22]",8
20418509,0x2c1f0572edef7c96020e0189caa4e5f39ce492b7,1.0612,Tether : Binance,16,"['Stargate' 'Stargate' 'Aptos Bridge' 'Stargate' nan nan nan 'Omni X'
 'Omni X' nan nan nan 'Testnet Bridge' 'Aptos Bridge' 'Aptos Bridge' nan]",185.08,11.57,5,4,11,586.72,"[433.24, 23.58, 22.04, 0, 87.79]",8
20418509,0x26142bfb761841a306557d1388325c3bba8401af,1.0611,Tether : Binance,16,"['Aptos Bridge' 'Stargate' nan nan nan nan nan nan 'Omni X' 'Stargate'
 'Aptos Bridge' 'Stargate' 'Testnet Bridge' 'Aptos Bridge' nan 'Omni X']",192.87,12.05,5,4,11,595.32,"[433.3, 23.5, 21.9, 0, 92.49]",8
20418500,0xa01393a92a46dfec0f78557f4b86b0da0d902f22,1.0603,Tether : Binance,16,"[nan 'Stargate' nan 'Aptos Bridge' 'Aptos Bridge' 'Testnet Bridge'
 'Omni X' 'Stargate' 'Aptos Bridge' nan nan nan nan 'Omni X' nan
 'Stargate']",174.62,10.91,5,4,11,584.96,"[435.21, 22.75, 22.04, 0, 82.81]",8
20418500,0xea465c776cc3b8af9c594e428a6b77974075d450,1.0602,Tether : Binance,16,"['Aptos Bridge' 'Stargate' nan nan 'Testnet Bridge' nan 'Aptos Bridge' nan
 'Stargate' 'Aptos Bridge' 'Omni X' 'Omni X' nan nan 'Stargate' nan]",197.74,12.36,5,4,11,595.83,"[435.57, 24.69, 22.07, 0, 88.55]",8
20418496,0xb35a9e439f3321dc240febd54cd9df59d027c871,1.0599,Tether : Binance,17,"[nan 'Aptos Bridge' nan 'Stargate' nan 'Omni X' nan 'Aptos Bridge'
 'Stargate' 'Testnet Bridge' nan 'Aptos Bridge' 'Omni X' nan 'Stargate'
 'Stargate' nan]",262.95,15.47,5,4,10,587.93,"[435.73, 24.02, 22.1, 0, 85.56]",8
20418493,0x48d9139b88ca39829094fac84d1745281c38499d,1.0594,Tether : Binance,17,"['Aptos Bridge' 'Aptos Bridge' nan 'Testnet Bridge' 'Aptos Bridge' nan
 'Omni X' nan 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Omni X' nan nan
 nan nan]",268.57,15.8,5,4,11,595.49,"[435.27, 23.82, 22.05, 0, 89.21]",8
20418492,0x93c40403dab658827f1ca510e9347098f35748e1,1.0595,Tether : Binance,17,"[nan 'Testnet Bridge' 'Aptos Bridge' 'Stargate' nan 'Stargate' 'Omni X'
 nan nan 'Stargate' 'Aptos Bridge' nan 'Stargate' nan 'Omni X' nan
 'Aptos Bridge']",273.36,16.08,5,4,11,587.78,"[435.9, 23.04, 22.0, 0, 82.22]",8
20418489,0x955c80b07d4839972f63a7168fe2370a8020857e,1.0591,Tether : Binance,18,"['Stargate' 'Aptos Bridge' 'Stargate' 'Testnet Bridge' nan 'Stargate' nan
 nan 'Stargate' 'Aptos Bridge' nan 'Stargate' 'Aptos Bridge' nan 'Omni X'
 nan nan 'Omni X']",351.49,19.53,5,4,11,609.24,"[435.94, 23.35, 25.55, 0, 97.06]",8
20418487,0x708e3053c0f4955409b2344470efbe10fcd3cd59,1.0589,Tether : Binance,17,"['Stargate' nan 'Stargate' nan 'Omni X' 'Stargate' 'Omni X' 'Stargate' nan
 nan 'Testnet Bridge' nan nan nan 'Aptos Bridge' 'Aptos Bridge'
 'Aptos Bridge']",208.07,12.24,5,4,11,582.94,"[434.38, 25.2, 21.97, 0, 64.87]",8
20418482,0xc5f58d34808e0fb77c9f95f1b62043422b68c68a,1.058,Tether : Binance,16,"['Stargate' nan nan 'Aptos Bridge' 'Aptos Bridge' nan nan 'Stargate'
 'Stargate' 'Testnet Bridge' 'Aptos Bridge' nan nan 'Omni X' 'Omni X' nan]",172.54,10.78,5,4,11,575.7,"[433.82, 24.49, 21.97, 0, 70.25]",8
20418482,0x091657b5b70c3730675561521afcc3a1a58c4420,1.0583,Tether : Binance,16,"[nan nan nan 'Omni X' 'Testnet Bridge' 'Aptos Bridge' nan nan 'Stargate'
 'Stargate' 'Aptos Bridge' 'Omni X' 'Aptos Bridge' nan 'Stargate' nan]",182.27,11.39,5,4,10,576.35,"[437.22, 25.28, 22.03, 0, 66.96]",8
20418479,0x001503895362f5fc342f66a1a4f062445b053c12,1.0579,Tether : Binance,16,"[nan 'Aptos Bridge' nan 'Omni X' nan 'Testnet Bridge' nan nan nan
 'Stargate' 'Aptos Bridge' 'Omni X' 'Stargate' nan 'Stargate'
 'Aptos Bridge']",173.66,10.85,5,4,11,571.96,"[433.69, 23.08, 21.91, 0, 68.53]",8
20418477,0x2b1e6a4c73a363a748d7149a729bbf2950e0e061,1.0578,Tether : Binance,17,"['Omni X' 'Stargate' nan 'Testnet Bridge' 'Aptos Bridge' 'Aptos Bridge'
 nan 'Aptos Bridge' nan 'Stargate' nan 'Stargate' nan 'Aptos Bridge' nan
 'Omni X' nan]",163.03,9.59,5,4,11,573.7,"[434.71, 22.9, 25.39, 0, 66.83]",8
20418476,0x88bc873ba35381512e3ce9e78c2d4d655e59b59e,1.0576,Tether : Binance,16,"['Testnet Bridge' 'Stargate' nan nan nan 'Aptos Bridge' 'Aptos Bridge'
 'Omni X' nan nan nan 'Stargate' 'Stargate' nan 'Omni X' 'Aptos Bridge']",201.26,12.58,5,4,11,570.13,"[433.31, 24.98, 21.9, 0, 66.71]",8
20418474,0x57ff287ce30c187dda41b6a719bf3fbf48fa913c,1.0573,Tether : Binance,16,"['Stargate' nan 'Omni X' 'Aptos Bridge' 'Stargate' 'Testnet Bridge' nan
 'Stargate' nan nan 'Aptos Bridge' nan 'Omni X' nan 'Aptos Bridge' nan]",167.34,10.46,5,4,11,569.97,"[433.37, 24.16, 21.93, 0, 68.48]",8
20418474,0xbdb7a964fd0789fce651c697940418729128a645,1.0572,Tether : Binance,16,"[nan 'Omni X' 'Stargate' 'Aptos Bridge' nan nan 'Testnet Bridge'
 'Stargate' nan 'Aptos Bridge' 'Stargate' 'Aptos Bridge' nan nan nan
 'Omni X']",198.81,12.43,5,4,11,566.37,"[434.38, 24.13, 22.03, 0, 61.78]",8
20418471,0xdd16b3ad4f92c9e3a82caa3e4c69c38b86e35001,1.0571,Tether : Binance,16,"['Stargate' nan nan 'Omni X' nan nan nan 'Testnet Bridge' nan
 'Aptos Bridge' 'Aptos Bridge' nan 'Stargate' 'Stargate' 'Aptos Bridge'
 'Omni X']",171.52,10.72,5,4,11,570.8,"[434.92, 23.17, 22.08, 0, 69.14]",8
20418131,0xf86eeba960f2ef8addd36bf7fde2679c36a190c6,1.0586,Tether : Binance,16,"[nan 'Stargate' 'Stargate' 'Omni X' 'Testnet Bridge' nan nan 'Stargate'
 'Omni X' 'Aptos Bridge' nan nan 'Testnet Bridge' nan nan 'Aptos Bridge']",194.05,12.13,5,4,11,593.55,"[436.26, 23.11, 21.91, 0, 88.88]",8
20418128,0x4bf33c3067396f00589625d024caea9b7b81e26a,1.0583,Tether : Binance,17,"['Stargate' 'Stargate' 'Aptos Bridge' 'Testnet Bridge' 'Aptos Bridge'
 'Omni X' nan 'Testnet Bridge' nan 'Stargate' 'Aptos Bridge' nan nan nan
 'Omni X' nan nan]",198.28,11.66,5,4,10,580.85,"[434.01, 23.59, 21.95, 0, 80.49]",8
20418121,0x69f831f022ca75ce9ecd034aa607bc7526787715,1.0578,Tether : Binance,16,"[nan 'Stargate' nan 'Stargate' 'Omni X' nan nan 'Stargate' nan nan
 'Aptos Bridge' 'Omni X' 'Aptos Bridge' nan 'Testnet Bridge'
 'Testnet Bridge']",176.08,11,5,4,10,579.15,"[435.62, 22.83, 21.86, 0, 77.89]",8
20418116,0x59840807f8cd58a5c394e237ca9e041893824afe,1.0572,Tether : Binance,16,"[nan 'Omni X' nan 'Stargate' nan 'Omni X' 'Testnet Bridge' 'Stargate'
 'Aptos Bridge' nan nan 'Testnet Bridge' nan nan 'Stargate' 'Aptos Bridge']",163.14,10.2,5,4,11,588.44,"[436.12, 25.37, 22.04, 0, 82.6]",8
20418113,0x9ebe5ce7d235707737634c2346db1776fccfe23c,1.0568,Tether : Binance,16,"[nan 'Stargate' 'Omni X' nan nan nan 'Testnet Bridge' nan 'Aptos Bridge'
 nan 'Stargate' 'Aptos Bridge' 'Stargate' 'Omni X' 'Testnet Bridge' nan]",203.97,12.75,5,4,10,604.87,"[434.55, 24.35, 22.01, 0, 97.05]",8
20418111,0xc6e00d2530795067a9e8549e89471f425c40d1ec,1.0567,Tether : Binance,16,"['Stargate' 'Testnet Bridge' 'Testnet Bridge' 'Stargate' 'Stargate' nan
 nan 'Omni X' nan 'Aptos Bridge' 'Omni X' 'Aptos Bridge' nan nan nan nan]",176.92,11.06,5,4,10,598.53,"[432.2, 24.9, 21.93, 0, 92.6]",8
20417968,0x631dd31b07ccfed0f84df45ec999a714b6e27e7a,1.0622,Tether : Binance,16,"['Testnet Bridge' 'Aptos Bridge' 'Omni X' nan nan 'Omni X' nan nan nan nan
 'Stargate' nan 'Aptos Bridge' 'Stargate' 'Stargate' 'Testnet Bridge']",169.53,10.6,5,4,11,574.82,"[443.45, 23.04, 21.82, 0, 63.27]",8
20417946,0x2bc2173418e234df79d07cb4130ac5c7ec7f36ef,1.0594,Tether : Binance,15,"[nan 'Aptos Bridge' 'Omni X' 'Stargate' 'Aptos Bridge' nan nan
 'Testnet Bridge' 'Stargate' nan 'Omni X' 'Stargate' nan nan
 'Testnet Bridge']",184.37,12.29,5,4,11,563.21,"[428.9, 25.33, 21.96, 0, 62.86]",8
