Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,Onmichain Balance$,eth linea base scroll zks Balance$
19711776,0x642d5b8d37da36a16c0540a8fb1a586b1ab99015,1.09,Tether : Binance,19,"['Holograph' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Bitcoin Bridge' 'Angle' 'Angle' 'Abracadabra Money' 'Aptos Bridge'
 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle' nan]",1267.93,66.73,7,7,11,1.35,"[0.28, 0, 0, 0, 0.06]"
19711767,0xc9a984975be2709d343c14a16b0616694a37aaa7,0.999,Tether : Binance,120,"['Stargate' 'Stargate' 'Stargate' 'Stargate' 'Abracadabra Money'
 'Stargate' 'Stargate' 'Holograph' 'Tevaera' 'Stargate' 'Angle' nan
 'Merkly' nan 'Angle' 'Stargate' 'Angle' 'Stargate' 'Merkly' 'Merkly'
 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Merkly' nan 'Merkly'
 'Bitcoin Bridge' 'Angle' 'Aptos Bridge' 'Merkly' nan 'CoreDAO' 'Angle'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Stargate' 'Stargate'
 'Merkly' nan nan 'Aptos Bridge' nan 'Stargate' 'Holograph' 'Stargate'
 'Stargate' 'Abracadabra Money' 'Stargate' 'Stargate' 'Dexalot'
 'Harmony Bridge' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' nan nan 'Abracadabra Money'
 'Merkly' 'Abracadabra Money' 'OmniArt' 'DappGate' 'Merkly' nan
 'TraderJoe' 'Stargate' 'CoreDAO' 'Merkly' nan nan 'Angle' 'Merkly'
 'l2telegraph' 'Merkly' 'Stargate' nan 'Stargate' 'Stargate' nan
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Merkly' nan 'Bitcoin Bridge'
 nan nan 'Angle' 'GetMint' nan nan nan 'Merkly' 'Stargate' nan 'Merkly'
 'Abracadabra Money' 'Stargate' nan nan 'Stargate' 'Merkly' nan nan
 'L2Marathon' 'Stargate' 'Merkly' 'l2telegraph']",10186.19,84.88,18,21,36,372.49,"[177.54, 11.56, 59.53, 4.26, 39.31]"
19711715,0xbebad9f3b0f6b065fde1fdb27926050188506837,1.013,Tether : Binance,20,"['Angle' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Abracadabra Money'
 'Angle' 'Holograph' 'Abracadabra Money' nan 'Stargate' 'Bitcoin Bridge'
 'Angle' 'Aptos Bridge' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle']",1238.35,61.92,7,7,11,1.24,"[0.23, 0, 0, 0, 0.06]"
19711676,0x88e7f988fb100cb45ae8e1329cab30a10eb51325,0.976942,Tether : Binance,115,"['Bitcoin Bridge' 'CoreDAO' 'Merkly' 'CoreDAO' 'Merkly' 'CoreDAO' 'Merkly'
 'Angle' 'CoreDAO' 'Merkly' 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Bitcoin Bridge' 'CoreDAO' 'CoreDAO' 'CoreDAO'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Merkly'
 'CoreDAO' 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'CoreDAO' 'Maverick Protocol'
 'CoreDAO' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Zerius'
 'Merkly' 'Maverick Protocol' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly'
 'Merkly' 'Harmony Bridge' 'CoreDAO' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Merkly'
 'Merkly' 'Merkly' 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'CoreDAO' 'Merkly' 'Merkly' 'Merkly' 'Harmony Bridge' 'CoreDAO'
 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly']",1730.39,15.05,8,13,18,55.98,"[1.65, 0, 0.12, 0, 43.34]"
19711600,0x3f05d15b5f4d53d24e21b992804f8e8d857e242a,0.989,Tether : Binance,69,"['Stargate' 'CoreDAO' 'Stargate' 'L2Pass' 'Merkly' 'Stargate' 'Stargate'
 'Angle' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'L2Pass' 'Stargate'
 'Merkly' 'Stargate' 'CoreDAO' 'Stargate' 'CoreDAO' 'Angle' 'Angle'
 'GetMint' 'DappGate' 'Stargate' 'Angle' 'CoreDAO' 'Stargate' 'Merkly'
 'CoreDAO' 'Abracadabra Money' 'Stargate' 'l2telegraph' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'CoreDAO' 'CoreDAO' 'Stargate'
 'CoreDAO' 'Stargate' 'Stargate' 'CoreDAO' 'Stargate' 'Abracadabra Money'
 nan 'Stargate' 'Stargate' 'l2telegraph' 'Maverick Protocol' 'Stargate'
 'Stargate' 'Stargate' 'L2Pass' 'Bitcoin Bridge' 'Merkly' 'Bitcoin Bridge'
 'Merkly' 'Stargate' 'Abracadabra Money' 'Stargate' 'Zerius' 'Merkly'
 'CoreDAO' 'Merkly' 'Merkly' 'CoreDAO']",523.41,7.59,13,13,21,62.46,"[2.0, 8.09, 11.57, 17.62, 20.49]"
19711547,0x33ead28381d360e824ab1f4432e8fbbef9e9fd37,1.099,Tether : Binance,70,"['Angle' 'Fuse Bridge' 'Merkly' 'Angle' 'Abracadabra Money'
 'Interport Finance' nan 'Merkly' 'Omni X' 'Stargate' 'Maverick Protocol'
 'Stargator' 'Angle' 'Stargate' 'Merkly' 'TraderJoe' 'Stargate'
 'Holograph' 'Star Protocol' nan 'Holograph' 'Stargate' 'Aptos Bridge'
 'Harmony Bridge' 'Angle' 'Fuse Bridge' 'Angle' 'Harmony Bridge' 'CoreDAO'
 'Stargate' 'Abracadabra Money' 'Stargate' 'Angle' 'Angle' 'Stargate'
 'Angle' 'Merkly' 'Merkly' 'Stargate' 'Holograph' 'Stargate' 'Holograph'
 nan 'Holograph' 'Merkly' nan 'Stargate' 'Merkly' 'Stargate' 'Stargate'
 'Bitcoin Bridge' 'Holograph' 'Abracadabra Money' 'Stargate' 'Angle'
 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' 'Abracadabra Money'
 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Abracadabra Money' 'Angle'
 'Angle' nan 'Merkly']",19413.75,277.34,17,12,24,3016.93,"[1172.04, 542.57, 47.96, 97.04, 37.54]"
19711540,0xeb8d8c55265c698c85cb09d4c69abb4c5507bde8,0.916,Tether : Binance,51,"['Omni X' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Stargate' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Merkly'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Merkly'
 'Omni X' 'Angle' 'Angle' 'Angle' 'Angle' 'Omni X' 'Angle' 'Stargate'
 'Angle' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Omni X'
 'Omni X' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Omni X' 'Stargate'
 'Stargate' 'Angle' 'Angle' 'Omni X' 'Stargate' 'Omni X' 'Stargate'
 'Angle']",12632.27,247.69,4,8,14,880.56,"[21.49, 0.0, 0.0, 0, 68.66]"
19711532,0x30913a4f14e9f2ecd3b2d5e56770886dfeeff591,0.929,Tether : Binance,53,"['Angle' 'Angle' 'Stargate' 'Angle' 'Omni X' 'Stargate' 'Merkly'
 'Stargate' 'Stargate' 'Stargate' 'Omni X' 'Angle' 'Omni X' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Omni X' 'Angle' 'Stargate' 'Merkly' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle' 'Omni X'
 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle' 'Omni X' 'Angle'
 'Omni X' 'Stargate' 'Omni X' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Angle']",11488.36,216.76,4,8,14,920.62,"[21.81, 0, 0.0, 0, 107.6]"
19711524,0x6416898a51b88703233488c5a3ac46ce5fed21d3,1.0,Tether : Binance,0,[],0.0,,0,0,0,0.02,"[0, 0, 0, 0, 0]"
19711524,0x1bc3d8e5ca7b3e6098077ec48cf105dbc1574509,0.912,Tether : Binance,54,"['Omni X' 'Stargate' 'Omni X' 'Stargate' 'Omni X' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Angle' 'Omni X' 'Omni X' 'Omni X'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Angle'
 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Omni X'
 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Omni X' 'Angle' 'Stargate'
 'Merkly' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Omni X'
 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle' 'Stargate' 'Angle'
 'Angle' 'Angle' 'Merkly' 'Stargate']",11702.87,216.72,4,8,14,888.77,"[21.86, 0, 0.0, 0, 73.27]"
19711516,0x1a0ca4efefe02145776cc35040e0d47184e19cac,0.917,Tether : Binance,52,"['Stargate' 'Stargate' 'Angle' 'Angle' 'Omni X' 'Omni X' 'Omni X' 'Angle'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Merkly' 'Omni X' 'Merkly' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Omni X' 'Angle' 'Stargate' 'Stargate' 'Omni X' 'Angle' 'Angle' 'Angle'
 'Angle' 'Stargate' 'Angle' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Angle' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Stargate' 'Angle' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Stargate'
 'Omni X' 'Omni X']",11724.74,225.48,4,8,14,903.09,"[21.96, 0, 0.0, 0, 85.38]"
19711503,0xdc218694fbdee98bf73713f3fd08c5a31cd7bd3f,1.0,Tether : Binance,0,[],0.0,,0,0,0,0.02,"[0, 0, 0, 0, 0]"
19711485,0x8d583704c4664cef7f0c8f14f37fb12fbeb222a0,1.0,Tether : Binance,0,[],0.0,,0,0,0,0.03,"[0, 0, 0, 0, 0]"
19711460,0x9e37c4bf8f2eee63e0b21b1a987f9f3ef547ad0c,1.071,Tether : Binance,20,"['Angle' 'Angle' 'Angle' 'Abracadabra Money' 'Angle' nan 'Stargate'
 'Angle' 'Aptos Bridge' 'Angle' 'Stargate' 'Holograph' 'Angle' 'Angle'
 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle']",1325.82,66.29,7,7,11,1.27,"[0.24, 0, 0, 0, 0.07]"
19711324,0x5883d05b2b47dcf6e92b7c7f78be093a57df0eef,1.066,Tether : Binance,20,"['Angle' 'Abracadabra Money' nan 'Bitcoin Bridge' 'Angle' 'Holograph'
 'Angle' 'Angle' 'Aptos Bridge' 'Angle' 'Angle' 'Abracadabra Money'
 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate']",1258.59,62.93,7,7,11,1.36,"[0.24, 0, 0, 0, 0.16]"
19711318,0x0044f0653d4f5f063c7ee16d405826c00fa395d6,0.999,Tether : Binance,29,"['DeFi Kingdoms' nan 'Stargate' 'DeFi Kingdoms' 'Stargate' 'Stargate'
 'Angle' 'Holograph' 'Holograph' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'DeFi Kingdoms' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Aptos Bridge' 'Stargate' 'Stargate' nan 'DeFi Kingdoms'
 'Aptos Bridge' 'Stargate' 'Stargate' 'Angle']",2125.86,73.31,6,9,13,480.79,"[72.38, 68.71, 0, 66.14, 64.88]"
19711236,0xe825416f267016b2241c6ad7ab16735cfebf5130,1.029328,Tether : Binance,73,"['Angle' 'NOGEM' 'Stargate' 'USDV' 'Angle' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'USDV' 'Stargate' 'USDV' 'Angle' 'Angle' 'Stargate'
 'Stargate' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Stargate' 'Angle' 'Angle'
 'Stargate' 'USDV' 'Angle' 'Stargate' 'Merkly' 'Angle' 'Stargate' 'Angle'
 'Stargate' 'Angle' 'Stargate' 'Merkly' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Harmony Bridge' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Holograph' 'Angle' 'Angle' 'Angle' 'Angle' 'USDV' 'Bitcoin Bridge'
 'Merkly' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Merkly' 'USDV' 'Angle'
 'Stargate' 'NOGEM' 'Stargate' 'Angle' 'Angle' 'Merkly' 'NOGEM' 'Merkly'
 'Angle' 'Angle' 'Angle' 'Angle']",0.59,0.01,8,10,14,13.91,"[0.01, 0, 0.3, 0.01, 0.15]"
19711236,0x4a713586ffc98d7451a7b4713c8af1276a7851c2,1.023699,Tether : Binance,75,"['Stargate' 'Stargate' 'Stargate' 'USDV' 'Merkly' 'Merkly' 'Stargate'
 'Angle' 'Angle' 'Holograph' 'Angle' 'Stargate' 'Merkly' 'Angle' 'Angle'
 'USDV' 'Angle' 'Stargate' 'Gas.zip' 'USDV' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Harmony Bridge' 'Merkly' 'NOGEM' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Merkly' 'USDV' 'Merkly' 'Stargate'
 'Merkly' 'USDV' 'Angle' 'USDV' 'Stargate' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Angle'
 'Stargate' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Angle'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Stargate' 'Angle' 'Gas.zip' 'Angle' 'Angle' 'Angle' 'Angle']",0.58,0.01,9,10,14,14.96,"[0.01, 0, 0.32, 0.1, 0.88]"
19711226,0xb7ce3715e94681055381d2ceec1e1d17826c71d3,0.925204,Tether : Binance,119,"['Harmony Bridge' 'Angle' 'Bitcoin Bridge' 'Harmony Bridge' 'CoreDAO'
 'Harmony Bridge' 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money'
 'Harmony Bridge' 'CoreDAO' 'Aptos Bridge' 'Harmony Bridge' 'Holograph'
 'Abracadabra Money' 'Merkly' 'Aptos Bridge' 'Harmony Bridge' 'Stargate'
 'Abracadabra Money' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'CoreDAO' 'Abracadabra Money' 'CoreDAO' 'Merkly' 'Angle' 'CoreDAO'
 'Harmony Bridge' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'CoreDAO' 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'CoreDAO'
 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Merkly' 'Abracadabra Money'
 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge' 'Merkly' 'CoreDAO' 'CoreDAO'
 'CoreDAO' 'CoreDAO' 'Stargate' 'Harmony Bridge' 'Harmony Bridge'
 'CoreDAO' 'Harmony Bridge' 'Angle' 'CoreDAO' 'CoreDAO' 'Merkly'
 'Stargate' 'Merkly' 'Harmony Bridge' 'CoreDAO' 'CoreDAO'
 'Abracadabra Money' 'Angle' 'Stargate' 'Stargate' 'Abracadabra Money'
 'Harmony Bridge' 'L2Pass' 'Angle' 'Abracadabra Money' 'Harmony Bridge'
 'CoreDAO' 'Abracadabra Money' 'Merkly' 'Stargate' 'Harmony Bridge'
 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge' 'Abracadabra Money'
 'Harmony Bridge' 'Abracadabra Money' 'Stargate' 'CoreDAO'
 'Harmony Bridge' 'Angle' 'CoreDAO' 'Abracadabra Money' 'Bitcoin Bridge'
 'Stargate' 'Angle' 'CoreDAO' 'Merkly' 'CoreDAO' 'CoreDAO' 'Merkly'
 'Merkly' 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'CoreDAO' 'Stargate'
 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge'
 'Harmony Bridge' 'Abracadabra Money' 'Merkly' 'CoreDAO' 'Harmony Bridge'
 'Merkly' 'Abracadabra Money' 'CoreDAO']",6192.17,52.04,10,9,15,11.34,"[0, 0, 0.16, 0, 0]"
19711144,0xefc0fd8dd11998f273e22d863f729cff811d3564,1.009,Tether : Binance,94,"['Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle' 'Merkly'
 'Merkly' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Stargate' 'CoreDAO' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle' 'Merkly' 'Stargate' 'Angle'
 'L2Pass' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle'
 'L2Pass' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle'
 'Angle' 'Angle' 'Stargate' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Angle'
 'Stargate' nan 'Angle' 'Angle' 'Stargate' 'Merkly']",2005.5,21.34,6,11,18,6.41,"[0.04, 0, 0, 0, 2.79]"
19711132,0x69803ba476a749894f1697135579d6e2e5cc4103,0.999,Tether : Binance,83,"['Angle' 'Angle' 'Stargate' 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle'
 'Stargate' 'Angle' 'Angle' 'Stargate' 'Merkly' 'L2Pass' 'Angle' 'Angle'
 'Merkly' 'L2Pass' nan 'Angle' 'Angle' 'Angle' 'Stargate' 'Merkly'
 'CoreDAO' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Stargate' 'CoreDAO' 'Angle' 'Angle' 'L2Pass' 'Angle' 'Angle'
 'L2Pass' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Merkly' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Stargate' 'Stargate' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Angle'
 'Merkly' 'Angle' 'L2Pass' 'L2Pass' 'CoreDAO' 'Angle' 'CoreDAO' 'Angle'
 'Stargate' 'Angle' 'Angle' 'L2Pass' 'Angle' 'Angle' 'Merkly' 'L2Pass'
 'L2Pass' 'Merkly' 'Stargate' 'Angle']",3838.84,46.25,6,12,16,7.27,"[0.08, 0, 0, 0, 4.62]"
19711091,0x155267a522fa190c5d70b3540798c2421a72e68d,1.048702,Tether : Binance,68,"['Angle' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Angle' 'Angle' 'NOGEM'
 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Angle' 'NOGEM' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Stargate' 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle' 'NOGEM'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'NOGEM' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Bitcoin Bridge'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Angle' 'Angle']",0.0,0.0,5,8,11,0.66,"[0, 0, 0, 0, 0]"
19710978,0x2af46f80f868b69062c08e83b81ab329eee8a037,1.091,Tether : Binance,19,"['Angle' 'Stargate' 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle'
 'Angle' nan 'Holograph' 'Angle' 'Aptos Bridge' 'Abracadabra Money'
 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle']",1260.08,66.32,7,7,11,1.51,"[0.23, 0, 0, 0, 0.18]"
19710848,0xcb7be237a45eb80f97b93be466e605c9214791e5,1.099,Tether : Binance,6,['Angle' 'Angle' 'Holograph' 'Holograph' 'Angle' 'Angle'],0.0,0.0,2,5,6,375.43,"[69.04, 1.32, 0, 0, 277.87]"
19710836,0x513a6c27edfd2c8c772347ad8259196532107cd0,0.999,Tether : Binance,45,"['Stargate' 'Stargate' 'Stargate' nan 'Angle' 'Stargate' 'Omni X' 'Omni X'
 'Stargate' 'Omni X' 'Stargate' 'Omni X' 'Angle' 'CoreDAO' 'Stargate'
 'Stargate' 'Omni X' 'CoreDAO' 'Omni X' 'Stargate' 'Stargate' 'CoreDAO'
 'Angle' 'Holograph' 'Harmony Bridge' 'Omni X' 'USDV' 'Omni X' 'Holograph'
 'Stargate' 'Stargate' 'Holograph' 'CoreDAO' 'Stargate' 'Stargate'
 'Omni X' 'Angle' 'Stargate' 'Holograph' 'Angle' 'Holograph' 'Omni X'
 'Holograph' 'Stargate' 'Omni X']",27828.83,618.42,8,8,14,454.81,"[101.01, 0, 9.9, 19.02, 164.32]"
19710738,0x6b1b108dd71da16143c7a2738fa8bade05ec0891,1.073,Tether : Binance,20,"['Stargate' 'Holograph' 'Bitcoin Bridge' 'Angle' 'Angle' nan 'Angle'
 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Aptos Bridge'
 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate' 'Abracadabra Money' 'Angle']",1359.9,68.0,7,7,11,1.42,"[0.23, 0, 0, 0, 0.16]"
19710603,0x8f9ba746d44c7d07016210e5ee9e557c7636ac85,0.949,Tether : Binance,43,"['CoreDAO' 'Angle' 'CoreDAO' 'Stargate' 'Stargate' 'Merkly' 'Angle'
 'Stargate' 'Holograph' 'Stargate' 'CoreDAO' 'Stargate' 'USDV' 'CoreDAO'
 'Aptos Bridge' 'Merkly' 'Aptos Bridge' 'Stargate' 'Merkly' 'Merkly'
 'Bitcoin Bridge' 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Merkly' 'Stargate'
 'CoreDAO' 'Angle' 'Stargate' 'CoreDAO' 'Bitcoin Bridge' 'CoreDAO'
 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'Stargate' 'Stargate'
 'Stargate' 'Merkly' 'CoreDAO' 'Harmony Bridge' 'Angle']",10822.31,251.68,9,12,17,21.6,"[0, 0, 0.02, 19.64, 0]"
19710594,0xd1aabe95b429d42953b99145863ecfd6b67f22a8,0.923046,Tether : Binance,117,"['CoreDAO' 'Merkly' 'Angle' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'CoreDAO'
 'Bitcoin Bridge' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Bitcoin Bridge' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO'
 'CoreDAO' 'CoreDAO' 'CoreDAO' 'Merkly' 'CoreDAO' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'CoreDAO' 'CoreDAO' 'Merkly' 'Merkly' 'CoreDAO'
 'CoreDAO' 'Stargate' 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Harmony Bridge' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Maverick Protocol' 'CoreDAO' 'Merkly' 'Merkly' 'CoreDAO'
 'CoreDAO' 'Maverick Protocol' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO'
 'Zerius' 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Bitcoin Bridge' 'CoreDAO']",1227.95,10.5,8,13,18,55.19,"[1.06, 0, 0.47, 0, 43.03]"
