Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,Onmichain Balance$,eth linea base scroll zks Balance$
19636951,0x6eaf472056f6af376451efb8d1e52f56f2bbed50,1.009,Tether : Binance,113,"['CoreDAO' 'Stargate' 'CoreDAO' 'Stargate' 'Aptos Bridge' 'Angle'
 'Stargate' 'Angle' 'Stargate' 'Angle' 'Stargate' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Aptos Bridge' 'Stargate' nan 'Angle' 'Holograph'
 'Angle' 'Angle' 'Stargate' 'Angle' 'Maverick Protocol' 'Aptos Bridge'
 'Stargate' 'Angle' 'Angle' 'Stargate' 'Merkly' 'Angle' 'Aptos Bridge'
 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Harmony Bridge' 'Angle'
 'Angle' 'Stargate' 'Stargate' 'Angle' 'Radiant Capital'
 'Maverick Protocol' 'Angle' 'Aptos Bridge' 'Aptos Bridge' 'CoreDAO'
 'Stargate' 'Aptos Bridge' 'Bitcoin Bridge' 'Aptos Bridge' 'Stargate'
 'Angle' 'Aptos Bridge' 'Angle' 'Radiant Capital' 'Angle' 'Angle'
 'Stargate' 'WAGMI' 'Angle' 'USDV' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Aptos Bridge'
 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Stargate' 'Angle' 'Aptos Bridge' 'Angle' 'Testnet Bridge'
 'Stargate' 'Omnisea' 'Holograph' 'Aptos Bridge' 'Aptos Bridge' 'Angle'
 'Stargate' 'USDV' 'Stargate' 'Angle' 'Bitcoin Bridge' 'Angle'
 'Bitcoin Bridge' 'Angle' 'Stargate' 'Aptos Bridge' 'Stargate' nan 'Angle'
 'Stargate']",12751.71,112.85,16,10,15,158.61,"[28.89, 0.0, 0.99, 0, 54.15]"
19636906,0x568c92c20429e6fb141aef9cc9678b7f697da96b,0.9,Tether : Binance,98,"['Holograph' 'Stargate' 'Angle' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Harmony Bridge' 'Angle'
 nan 'Harmony Bridge' 'Merkly' nan 'Merkly' 'Harmony Bridge'
 'Harmony Bridge' 'L2Pass' 'Angle' 'Angle' 'L2Pass' 'Bitcoin Bridge'
 'Harmony Bridge' 'L2Pass' 'Holograph' 'Stargate' 'Harmony Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' nan 'Angle'
 'Harmony Bridge' 'L2Pass' 'Merkly' 'Merkly' 'Angle' 'L2Pass' 'Angle'
 'Angle' 'Merkly' 'Stargate' 'Angle' 'L2Pass' 'Harmony Bridge'
 'Aptos Bridge' 'Angle' 'Harmony Bridge' 'Stargate' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' nan 'Angle'
 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle' 'Stargate' nan 'Angle'
 'Harmony Bridge' 'Harmony Bridge' 'Merkly' 'Harmony Bridge'
 'Bitcoin Bridge' 'Merkly' nan 'Angle' 'Stargate' 'Harmony Bridge' 'Angle'
 'CoreDAO' 'L2Pass' 'Angle' 'Angle' 'Bitcoin Bridge' 'Merkly' 'Stargate'
 'Bitcoin Bridge' 'Bitcoin Bridge' 'Harmony Bridge' 'Merkly' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Harmony Bridge' 'Angle']",11429.14,116.62,10,8,15,173.42,"[12.6, 0, 18.74, 33.05, 55.97]"
19636876,0x364735ccb86cb390ce9316cf0186dd2cbfca7334,0.979,Tether : Binance,87,"['Angle' 'Stargate' 'Stargate' 'Angle' 'Merkly' 'L2Pass' 'Angle' nan
 'Merkly' 'Stargate' 'Angle' 'Merkly' 'Harmony Bridge' 'Stargate' 'Angle'
 'Angle' 'CoreDAO' 'L2Pass' 'Merkly' 'Angle' 'Stargate' nan 'Stargate'
 'Stargate' 'Angle' 'Stargate' 'Harmony Bridge' 'L2Pass' 'L2Pass' 'Angle'
 'Merkly' 'Bitcoin Bridge' nan 'Harmony Bridge' 'Harmony Bridge' 'Angle'
 nan nan 'Stargate' 'Harmony Bridge' 'Merkly' 'Angle' nan 'Merkly'
 'Harmony Bridge' 'Angle' 'Angle' 'Angle' 'Stargate' 'Bitcoin Bridge'
 'Stargate' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' 'Bitcoin Bridge' 'Merkly' 'Harmony Bridge' 'Angle'
 'Angle' 'Merkly' 'Bitcoin Bridge' 'TraderJoe' 'Angle' 'Merkly'
 'Holograph' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Merkly' 'Stargate'
 'Stargate' 'Angle' 'TraderJoe' 'Angle' 'Aptos Bridge' 'Merkly' 'Angle'
 'Angle' 'Merkly' 'Harmony Bridge' 'Angle' 'Stargate' 'Merkly'
 'Bitcoin Bridge' 'Angle']",14988.69,172.28,11,8,19,189.72,"[11.72, 0.0, 25.22, 27.35, 72.0]"
19636862,0x74c1626651c098ca8c514abcbe80d42fdb15d3e3,0.961,Tether : Binance,90,"['Stargate' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'Stargate'
 'Angle' 'Stargate' 'Merkly' 'Aptos Bridge' 'Angle' 'Harmony Bridge'
 'Angle' 'Angle' 'Harmony Bridge' 'Harmony Bridge' nan 'Harmony Bridge'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Angle' 'Holograph'
 'Angle' 'Angle' 'Harmony Bridge' 'Angle' nan 'Harmony Bridge' 'Angle' nan
 'Stargate' 'Angle' 'Angle' 'Bitcoin Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'Angle' 'Merkly' 'Angle' nan 'Bitcoin Bridge'
 'Bitcoin Bridge' 'Harmony Bridge' 'Merkly' 'Angle' 'Angle' 'Merkly'
 'L2Pass' 'Merkly' 'Angle' nan 'Stargate' 'L2Pass' 'Harmony Bridge'
 'L2Pass' 'Merkly' 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Merkly'
 'Harmony Bridge' 'Angle' 'Angle' 'CoreDAO' 'Stargate' 'Stargate'
 'Stargate' 'Merkly' 'Angle' 'L2Pass' 'Angle' 'Stargate' 'Angle'
 'Harmony Bridge' 'Stargate' nan 'Stargate' 'Angle' 'Harmony Bridge' nan
 'Bitcoin Bridge' 'Bitcoin Bridge' nan 'Harmony Bridge' 'Merkly'
 'Harmony Bridge' 'Angle']",11079.96,123.11,10,9,16,245.71,"[8.78, 0, 43.68, 31.19, 75.24]"
19636837,0xafcfd17a101bb5feba52ce8ea5ce9018ebe02661,1.03385,Tether : Binance,92,"['Angle' 'Harmony Bridge' 'Stargate' 'Holograph' 'Angle' 'Merkly'
 'Harmony Bridge' 'Angle' 'Stargate' 'Angle' 'Harmony Bridge' 'Angle'
 'Merkly' nan 'Stargate' 'Angle' 'Harmony Bridge' 'Angle' 'Stargate'
 'Bitcoin Bridge' 'Harmony Bridge' 'Merkly' 'Angle' 'Harmony Bridge'
 'Angle' nan 'Stargate' 'L2Pass' nan 'Aptos Bridge' 'Bitcoin Bridge'
 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'L2Pass' 'Harmony Bridge'
 'L2Pass' 'Stargate' 'Holograph' 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly'
 'CoreDAO' 'Stargate' 'Merkly' 'Stargate' nan 'Angle' nan 'Harmony Bridge'
 'Stargate' nan 'Stargate' 'Harmony Bridge' 'Bitcoin Bridge' 'Angle'
 'Stargate' 'Bitcoin Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'Bitcoin Bridge' nan 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Angle'
 'Merkly' 'Stargate' 'L2Pass' 'Angle' 'Angle' 'Angle' 'Angle'
 'Harmony Bridge' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Stargate' 'Merkly' 'Angle' 'Angle' 'L2Pass' 'Stargate' 'Harmony Bridge'
 'Angle' 'Harmony Bridge' 'Merkly']",12764.0,138.74,10,7,16,168.32,"[8.86, 0, 15.95, 24.35, 68.75]"
19636834,0x2d9d70bc69f60d9b3444cf801ccdcfb39b63399c,1.0863,Tether : Binance,93,"['Stargate' 'Angle' 'Merkly' 'Stargate' 'Angle' 'Angle' 'Holograph'
 'Angle' 'Stargate' 'Stargate' 'Angle' nan 'Stargate' 'Angle' 'Stargate'
 'L2Pass' 'L2Pass' 'Bitcoin Bridge' 'Harmony Bridge' 'Merkly' 'Angle'
 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'Stargate' 'Angle' 'Angle'
 'Merkly' 'Angle' 'Harmony Bridge' 'Aptos Bridge' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Stargate' 'Merkly'
 'Stargate' 'Angle' 'Angle' nan 'Harmony Bridge' 'Angle' nan 'L2Pass'
 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Stargate' 'Angle' 'Stargate'
 'Angle' 'Merkly' 'Stargate' 'Harmony Bridge' 'Angle' 'Harmony Bridge'
 'Angle' 'L2Pass' 'Bitcoin Bridge' 'Angle' 'L2Pass' 'Stargate'
 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Merkly'
 'Harmony Bridge' 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' 'Stargate' nan
 nan 'Harmony Bridge' 'Merkly' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle'
 'Harmony Bridge' 'Merkly' 'Stargate' 'Angle' 'Merkly' nan 'Angle']",12968.28,139.44,10,8,19,160.96,"[18.58, 0.0, 17.2, 20.22, 57.92]"
19636806,0xeaa28dacc9bb796570c126807b56789f71e0eabb,0.999,Tether : Binance,86,"['Omni X' 'Aptos Bridge' 'Aptos Bridge' 'Stargate' 'Stargate'
 'Abracadabra Money' 'Stargate' 'Stargate' 'Stargate' nan 'Stargate' nan
 'Bitcoin Bridge' 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'Stargate'
 'Stargate' 'Holograph' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Interport Finance' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Harmony Bridge' 'Holograph' 'Stargate' 'Stargate' 'Testnet Bridge'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'CoreDAO' 'Stargate'
 'CoreDAO' 'Angle' 'Stargate' 'Stargate' 'Stargate' 'l2telegraph'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Stargate'
 'Stargate' nan 'Angle' 'Angle' 'Stargate' 'Stargate' nan 'Stargate'
 'Bitcoin Bridge' 'CoreDAO' 'Stargate' 'Abracadabra Money'
 'Bitcoin Bridge' 'Holograph' 'CoreDAO' nan 'Bitcoin Bridge' 'Stargate'
 'Holograph' 'Angle' 'Stargate']",50285.08,584.71,13,15,20,403.16,"[129.65, 16.57, 43.81, 43.57, 26.99]"
19636770,0xa20a190c3f25abf5bdff5db7ce5f71559a4dd855,1.047,Tether : Binance,92,"['Angle' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Harmony Bridge'
 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Angle' 'Angle'
 'Harmony Bridge' 'Bitcoin Bridge' 'Angle' 'Merkly' nan 'Angle' nan
 'Angle' 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'Stargate' 'Angle' 'Merkly' 'Merkly' nan 'Angle'
 'Holograph' 'Angle' 'Stargate' 'Angle' 'Stargate' 'Harmony Bridge'
 'Bitcoin Bridge' nan 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle'
 'Merkly' nan 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Merkly'
 'Harmony Bridge' 'Stargate' 'Angle' 'Angle' 'Harmony Bridge' 'Merkly'
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'Angle'
 'Stargate' 'Bitcoin Bridge' 'Merkly' 'Holograph' 'Harmony Bridge'
 'Harmony Bridge' 'L2Pass' 'Angle' 'Stargate' 'Bitcoin Bridge'
 'Aptos Bridge' 'Angle' 'Harmony Bridge' 'Merkly' 'Merkly'
 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'Angle'
 'L2Pass' 'Stargate' 'Angle' 'Angle' nan 'Stargate' 'Stargate' 'CoreDAO'
 'Merkly' 'Angle']",11689.8,127.06,10,7,17,210.47,"[10.21, 53.77, 11.78, 23.35, 67.64]"
19636737,0xbd62620829b4fa4ffb7c06420bdda938da5250dc,1.0,Tether : Binance,15,"['Angle' 'Omni X' 'Omni X' 'Omni X' 'Stargate' 'Angle' 'Stargate' 'Omni X'
 nan 'Holograph' 'Omni X' 'Omni X' 'Holograph' 'Stargate' 'Angle']",3305.24,220.35,5,5,12,165.7,"[14.42, 0, 0.0, 0, 122.12]"
19636696,0xadefc4459977ee3de820952939fe55fa90f8133f,1.0266,Tether : Binance,91,"['Harmony Bridge' nan nan 'Angle' 'Harmony Bridge' 'L2Pass'
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'L2Pass' 'Harmony Bridge'
 'Bitcoin Bridge' 'Harmony Bridge' 'Stargate' 'Angle' 'Angle' 'Angle'
 'Harmony Bridge' 'Bitcoin Bridge' 'Merkly' 'Stargate' 'Stargate' 'Angle'
 'Merkly' 'Harmony Bridge' 'Angle' 'Stargate' 'Angle' 'Harmony Bridge'
 'Angle' nan 'Angle' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle'
 'Harmony Bridge' 'Merkly' 'L2Pass' 'Merkly' 'Angle' 'Harmony Bridge'
 'Holograph' 'Merkly' 'Harmony Bridge' 'Merkly' 'Angle' 'Merkly'
 'Stargate' 'Holograph' 'Harmony Bridge' 'Aptos Bridge' 'Angle' 'Merkly'
 'Angle' 'Harmony Bridge' 'Stargate' 'Stargate' 'Angle' 'Angle'
 'Bitcoin Bridge' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Bitcoin Bridge'
 'Stargate' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'Angle'
 'Stargate' 'Angle' 'Harmony Bridge' 'Angle' 'Angle' 'Stargate' 'Angle'
 nan 'L2Pass']",11625.72,127.76,10,8,18,195.99,"[8.12, 0, 20.8, 32.68, 76.08]"
19636677,0x3dba37da6f424d8eca4208c5426ab0f16ea5b350,1.056,Tether : Binance,92,"['Harmony Bridge' 'Harmony Bridge' 'Merkly' 'Stargate' 'L2Pass' 'Stargate'
 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle' 'Stargate'
 'Holograph' nan 'Stargate' 'Harmony Bridge' 'Angle' 'Merkly' nan 'Angle'
 'Harmony Bridge' 'L2Pass' 'Angle' 'Harmony Bridge' 'Stargate' 'Angle'
 'Holograph' 'Stargate' 'Stargate' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' nan nan 'Angle' 'Bitcoin Bridge' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle' 'Harmony Bridge' 'Angle'
 nan 'Merkly' 'L2Pass' 'Angle' 'Harmony Bridge' 'Merkly' 'Stargate'
 'TraderJoe' 'Harmony Bridge' 'Angle' 'Angle' 'Harmony Bridge' 'Angle'
 'CoreDAO' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Bitcoin Bridge'
 'Angle' 'Stargate' 'Merkly' 'Angle' 'Stargate' 'Bitcoin Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Angle' 'Harmony Bridge'
 'TraderJoe' 'Angle' 'Aptos Bridge' 'Stargate' 'Angle' 'Harmony Bridge'
 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Angle'
 'Merkly' 'Angle']",14129.93,153.59,11,8,17,167.7,"[8.1, 0, 23.11, 20.77, 63.49]"
19636656,0x5fb9e8a80f32a832c0265cbf5d03856034141380,0.928,Tether : Binance,90,"['CoreDAO' 'Stargate' 'Angle' 'L2Pass' 'Harmony Bridge' 'Harmony Bridge'
 'Bitcoin Bridge' 'Merkly' 'Angle' 'Stargate' 'Angle' 'Merkly' 'Stargate'
 'L2Pass' 'Stargate' nan 'Harmony Bridge' 'Merkly' 'Angle' 'Angle' nan
 'Angle' 'Harmony Bridge' nan 'Angle' 'Angle' 'Harmony Bridge' 'Merkly'
 'Stargate' 'Harmony Bridge' 'Merkly' nan 'Angle' 'Angle' 'Harmony Bridge'
 'Merkly' 'Angle' 'Angle' 'Merkly' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' 'Merkly' 'Stargate' 'Harmony Bridge' 'Angle'
 'Aptos Bridge' 'Merkly' 'Merkly' 'Stargate' 'Angle' 'Stargate' 'Stargate'
 'Merkly' nan 'Angle' nan 'Bitcoin Bridge' 'Angle' 'Angle' 'Stargate'
 'Stargate' nan 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Merkly'
 'Harmony Bridge' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Harmony Bridge'
 'Angle' 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'Angle' 'Stargate' nan
 'Angle' 'Angle' 'Angle' 'Holograph' 'Stargate' 'Stargate' 'Merkly'
 'Stargate' 'Harmony Bridge' 'Holograph']",12634.23,140.38,10,8,20,207.74,"[7.53, 53.02, 14.63, 22.79, 54.47]"
19636651,0x63c519204652859afa2e3176b2f67465488fbeb2,0.999,Tether : Binance,15,"['Holograph' 'Angle' 'Omni X' 'Omni X' 'Angle' 'Stargate' 'Omni X'
 'Holograph' 'Holograph' 'Omni X' 'Omni X' nan 'Stargate' 'Angle'
 'Stargate']",3305.88,220.39,5,6,10,191.75,"[11.7, 0, 0.0, 0, 122.53]"
19636631,0x137abbeb1655748dd0629a78a3ae428ace7edd0c,1.099,Tether : Binance,54,"['Angle' 'Merkly' 'DeFi Kingdoms' 'Omni X' 'Stargate' 'Aptos Bridge'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'Stargate' 'Stargate' nan 'Omni X'
 'DeFi Kingdoms' 'Omni X' 'Stargate' 'Stargate' 'Omni X' 'Stargate'
 'Stargate' 'DeFi Kingdoms' 'Merkly' 'Stargate' 'DeFi Kingdoms' 'Stargate'
 'DeFi Kingdoms' 'DeFi Kingdoms' 'Omni X' 'Stargate' 'Stargate'
 'DeFi Kingdoms' 'Stargate' 'Stargate' 'Merkly' 'Merkly' 'Omni X'
 'Stargate' 'Angle' 'DeFi Kingdoms' 'Stargate' 'DeFi Kingdoms'
 'DeFi Kingdoms' 'Stargate' 'Omni X' 'Angle' 'Holograph' 'Holograph'
 'Stargate' 'DeFi Kingdoms' 'Stargate' 'Merkly' 'Merkly' 'DeFi Kingdoms'
 'Bitcoin Bridge' 'Angle']",4800.54,88.9,9,10,15,23468.41,"[206.35, 0.0, 0.01, 0, 115.37]"
19636610,0xf0ca8c530ebd9663c127f16dca977e55ef548afc,0.93911,Tether : Binance,94,"['Merkly' 'Angle' 'Angle' 'Stargate' nan 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'L2Pass' 'Angle' nan 'Stargate' 'Angle' 'Angle'
 'Angle' 'Angle' 'Harmony Bridge' 'Angle' 'Angle' 'Harmony Bridge' nan
 'Merkly' 'Merkly' 'Stargate' 'Stargate' 'Merkly' 'L2Pass' 'Stargate'
 'Angle' 'Aptos Bridge' nan 'Holograph' 'Angle' 'Merkly' 'Angle'
 'Bitcoin Bridge' nan 'Harmony Bridge' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Angle'
 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'Angle' 'Harmony Bridge'
 'CoreDAO' 'Bitcoin Bridge' 'L2Pass' 'Merkly' 'Angle' 'Bitcoin Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Merkly' 'Stargate' 'Angle' 'Merkly'
 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Angle' 'Angle'
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Stargate' 'Stargate'
 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'Stargate' 'Angle'
 'Harmony Bridge' nan 'Angle' nan 'Stargate' 'Harmony Bridge' 'Holograph'
 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Stargate' 'Harmony Bridge'
 'Angle']",11660.67,124.05,10,8,16,245.79,"[12.89, 58.86, 17.98, 24.47, 65.48]"
19636578,0xda5f8a68f55475e787477a7f445db011089f2fc4,0.903,Tether : Binance,101,"[nan 'Angle' 'Stargate' 'Angle' 'Merkly' 'Harmony Bridge' 'Merkly' 'Angle'
 'Stargate' 'Merkly' 'Harmony Bridge' 'Harmony Bridge' nan
 'Harmony Bridge' 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Angle' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Bitcoin Bridge' 'Angle'
 'Holograph' 'Harmony Bridge' 'CoreDAO' nan 'Stargate' nan 'Angle'
 'TraderJoe' 'L2Pass' 'Angle' 'Stargate' 'Harmony Bridge' 'Stargate'
 'Angle' 'Angle' 'Stargate' 'L2Pass' 'Merkly' 'Angle' 'Angle' 'Stargate'
 'Angle' 'Harmony Bridge' 'Stargate' 'Merkly' 'Stargate' 'Bitcoin Bridge'
 nan 'Stargate' 'Harmony Bridge' 'Stargate' 'Stargate' 'Angle' 'Angle'
 'Stargate' 'Merkly' 'Angle' 'Stargate' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' 'Merkly' 'Bitcoin Bridge' 'Angle' 'TraderJoe' 'Merkly'
 'Angle' 'Harmony Bridge' 'Angle' nan 'Harmony Bridge' 'Harmony Bridge'
 'Angle' 'Harmony Bridge' 'Angle' nan 'Angle' 'L2Pass' nan 'Stargate'
 'Holograph' 'Harmony Bridge' 'Angle' 'Angle' 'Harmony Bridge' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Stargate' 'Aptos Bridge' 'Merkly'
 'Harmony Bridge' 'L2Pass']",13413.79,132.81,11,9,19,176.86,"[8.5, 0.0, 22.69, 27.57, 62.7]"
19636567,0x6a13b10292b4f9c39249bb24dc0dd29b5156c237,1.00514,Tether : Binance,89,"['Stargate' 'Harmony Bridge' 'Radiant Capital' nan 'Merkly'
 'Harmony Bridge' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Merkly' 'Angle' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'Stargate'
 'Angle' nan 'Harmony Bridge' 'Merkly' 'Holograph' 'Angle'
 'Harmony Bridge' 'Angle' 'Merkly' 'Angle' 'Angle' 'L2Pass' 'Merkly'
 'Merkly' 'Merkly' 'Harmony Bridge' 'Holograph' 'Merkly' 'Harmony Bridge'
 'Stargate' 'Harmony Bridge' 'Angle' 'Stargate' 'Angle' 'Bitcoin Bridge'
 'Merkly' 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'Merkly' 'Harmony Bridge' 'Angle' 'Angle' 'Harmony Bridge' nan 'Angle'
 nan 'Stargate' 'Harmony Bridge' 'Angle' 'Angle' 'Merkly' 'Bitcoin Bridge'
 'Harmony Bridge' 'Stargate' 'Merkly' 'L2Pass' 'Angle' 'Angle' 'Stargate'
 'Angle' 'Angle' nan 'Merkly' 'Angle' 'Stargate' nan 'Stargate' 'Angle'
 'Radiant Capital' 'Aptos Bridge' 'CoreDAO' 'Angle' 'Bitcoin Bridge'
 'Stargate' 'Angle' 'Stargate' 'Harmony Bridge' 'Harmony Bridge'
 'Harmony Bridge']",10954.27,123.08,11,8,18,173.04,"[8.05, 0, 16.34, 23.57, 68.8]"
19636523,0xd7b345cce854c2d748ded07d73c9bf29552c4b25,1.0235,Tether : Binance,88,"['Angle' 'Merkly' 'Angle' 'Angle' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Stargate' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Harmony Bridge'
 'Holograph' 'Bitcoin Bridge' 'Bitcoin Bridge' 'Harmony Bridge' 'Angle'
 'Angle' 'Angle' 'Harmony Bridge' nan 'Harmony Bridge' 'Angle' 'Merkly'
 'Angle' 'L2Pass' 'Angle' 'Merkly' 'L2Pass' 'Angle' 'Stargate'
 'Bitcoin Bridge' 'L2Pass' 'Holograph' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Harmony Bridge' nan 'Harmony Bridge' 'Angle' nan 'Angle' 'Angle'
 'Angle' 'Angle' 'L2Pass' 'Stargate' 'Harmony Bridge' 'Harmony Bridge'
 'Bitcoin Bridge' 'Merkly' 'Stargate' 'Stargate' 'Harmony Bridge' 'Angle'
 'Stargate' 'Merkly' 'Merkly' 'Harmony Bridge' 'Angle' 'Angle'
 'Bitcoin Bridge' nan 'Stargate' 'Holograph' 'Harmony Bridge' 'Angle'
 'Angle' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'Stargate' nan
 'Merkly' 'Angle' 'Stargate' 'Angle' 'Merkly' 'Angle' 'Angle'
 'Aptos Bridge' 'Harmony Bridge' 'Angle' 'Stargate']",11344.22,128.91,10,8,19,255.01,"[10.82, 54.05, 41.41, 30.5, 69.32]"
19636485,0xe36b5ff50048f292f4581b94f19877cd1a503942,0.9643,Tether : Binance,95,"['Merkly' 'Merkly' 'Bitcoin Bridge' 'Harmony Bridge' 'Stargate'
 'Harmony Bridge' 'Stargate' 'Stargate' 'L2Pass' 'Stargate' 'Merkly'
 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Angle' 'Stargate' 'Merkly'
 'L2Pass' 'L2Pass' 'Merkly' 'Harmony Bridge' 'Holograph' 'Angle' 'CoreDAO'
 'Angle' 'Radiant Capital' 'Angle' 'Stargate' 'Radiant Capital' 'Angle'
 'Angle' 'Holograph' 'Angle' 'Harmony Bridge' 'Angle' 'Stargate'
 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'L2Pass'
 'Harmony Bridge' 'Harmony Bridge' 'Stargate' nan 'Angle' nan
 'Harmony Bridge' 'Aptos Bridge' 'Harmony Bridge' 'Angle' 'Angle' 'Angle'
 'Angle' 'Stargate' 'Merkly' nan 'Harmony Bridge' 'Angle' 'Angle'
 'Stargate' 'Angle' 'L2Pass' 'Angle' 'L2Pass' 'Merkly' nan 'Stargate'
 'Harmony Bridge' 'L2Pass' 'Angle' 'Angle' 'Angle' nan 'Merkly' 'Merkly'
 'Angle' nan 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'Stargate'
 'Bitcoin Bridge' nan 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Merkly'
 'Stargate' 'Merkly' 'Angle' 'Stargate' 'Stargate' 'Angle'
 'Bitcoin Bridge']",14180.82,149.27,11,9,17,249.84,"[14.83, 56.12, 24.33, 23.22, 67.88]"
