Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,EarliestLZdata,affinity,Onmichain Balance$,eth linea base scroll zks Balance$
20524758,0x318862d27453e37265970e2c67b6a889e51f7226,0.949,Tether : Binance,60,"['Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'Merkly' 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle'
 'Angle' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly']",1085.63,18.09,3,8,17,2023/7/25 23:29,2,2.26,"[0, 0, 0, 0, 0.27]"
20524731,0xcf2b85b2e9d95899991c22ed2bcdaade3e858116,0.929,Tether : Binance,55,"['Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Stargate'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly']",1069.56,19.45,3,7,17,2023/7/26 0:41,2,1.77,"[0, 0, 0, 0, 0.03]"
20524720,0xb40837877fd04d5caee851466841e098e6505559,0.939,Tether : Binance,79,"['Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Stargate' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Stargate' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Angle' 'Merkly' 'Angle'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly']",1420.76,17.98,3,8,18,2023/7/25 23:45,2,46.05,"[0, 0, 0, 0, 0.09]"
20524683,0x9368eaef329353dd60b710f84bb8005b9ef89cfa,0.939,Tether : Binance,90,"['Stargate' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Stargate' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Stargate' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'CoreDAO' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly']",1426.44,15.85,4,8,19,2023/7/26 7:38,2,85.66,"[0, 0, 0, 0, 51.76]"
20524594,0x525c476e038e40ce6fd49271928b29fded5ace49,0.919,Tether : Binance,67,"['Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Angle' 'Merkly']",1099.58,16.41,3,7,17,2023/7/25 12:28,2,1.32,"[0, 0, 0, 0, 0.11]"
20524581,0xabb4d536beef7996e1faf2f4baaa080f857e5d7f,0.939,Tether : Binance,88,"['Merkly' 'Stargate' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle'
 'Angle' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Stargate' 'Merkly'
 'Angle' 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Stargate' 'Stargate' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly']",1403.46,15.95,3,8,18,2023/7/26 0:25,2,14.28,"[0, 0, 0, 0, 0.28]"
20524449,0xd73fbe5344631b6445cd8ba626a0a850dcea916a,0.939,Tether : Binance,57,"['Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Angle' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Merkly'
 'Angle']",1089.55,19.11,3,7,15,2023/7/25 23:21,2,1.77,"[0, 0, 0, 0, 0.15]"
20524318,0x2e71bd78ba1fa9662a90f0f4239aea66594d1635,0.949,Tether : Binance,59,"['Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Angle' 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly']",1147.97,19.46,3,7,16,2023/7/26 10:50,2,1.77,"[0, 0, 0, 0, 0.01]"
20524301,0x88392bdcf6ac9d7c750e78c07c1298235650b815,0.969,Tether : Binance,76,"['Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Angle'
 'Angle' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'Angle' 'Angle' 'Merkly' 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Merkly']",1450.17,19.08,3,7,17,2023/7/26 0:42,2,44.64,"[0, 0, 0, 0, 0.02]"
20524245,0x1ba56e4736aaf9ffab7cdf34b1cc6fe5eb9a73ca,0.909,Tether : Binance,59,"['Angle' 'Merkly' 'Merkly' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Stargate']",1163.76,19.72,3,7,16,2023/7/25 23:34,2,64.31,"[0, 0, 0, 0, 62.41]"
20524215,0x1d1c8dafbd08ceb506a851576efc6b8ba649b7c0,0.919,Tether : Binance,51,"['Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle'
 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Angle' 'Stargate' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle' 'Merkly'
 'Angle' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Angle' 'Merkly' 'Angle']",1155.26,22.65,3,7,17,2023/7/26 8:09,2,1.57,"[0, 0, 0, 0, 0.35]"
20524206,0xdaf5798aeeb63aaf21ff016737af99f047d375f2,0.919,Tether : Binance,84,"['Stargate' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Stargate'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Merkly']",1436.15,17.1,3,7,17,2023/7/26 7:58,2,50.37,"[0, 0, 0, 0, 0.03]"
20524171,0xa1d7144a6a0840f7a52c41b6bee2b7b940c5d98c,0.919,Tether : Binance,85,"['Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Stargate'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Angle'
 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly']",1396.26,16.43,3,8,16,2023/7/26 0:32,2,28.27,"[0, 0, 0, 0, 0.13]"
20524129,0x240ad957f212f015210d30d06eadfca99484a056,0.909,Tether : Binance,54,"['Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Stargate' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly']",1077.41,19.95,3,7,17,2023/7/25 23:31,2,1.92,"[0, 0, 0, 0, 0.02]"
20524111,0x92d3ee57db1bda20ebe99b4094e7023e1382915a,0.959,Tether : Binance,73,"['Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Angle' 'Stargate'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Stargate' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly'
 'Merkly' 'Angle']",1383.12,18.95,3,8,17,2023/7/26 10:55,2,31.09,"[0, 0, 0, 0, 0.29]"
20524060,0xd5aad23c82a41139b47c8cb2bbfc4181af827153,0.909,Tether : Binance,56,"['Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'CoreDAO' 'Angle'
 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle']",1067.69,19.07,4,7,15,2023/7/26 7:05,2,53.79,"[0, 0, 0, 0, 51.9]"
20524047,0xc2228c21baeb31c935aeb914b6e9c3825a8354f1,0.959,Tether : Binance,87,"['Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Angle' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'Stargate' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Angle' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly'
 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle']",1402.52,16.12,3,8,17,2023/7/26 0:39,2,23.65,"[0, 0, 0, 0, 0.25]"
20523914,0xaddf280f3e47eca9ac1818d9adeb40f10784e4c6,0.959,Tether : Binance,74,"['Merkly' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Merkly'
 'Angle' 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Merkly'
 'Stargate' 'Merkly' 'Merkly']",1389.5,18.78,3,8,17,2023/7/25 23:52,2,89,"[0, 0, 0, 0, 52.03]"
20523886,0xe498ec4bec63d8b704b3ac977beb45f41de49b02,0.929,Tether : Binance,92,"['Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Stargate' 'Angle'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Stargate'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly']",1416.68,15.4,3,8,16,2023/7/26 0:47,2,39.68,"[0, 0, 0, 0, 0.17]"
20523834,0x9001bb9f6754cf841f238da6ed55d0853a54dbd2,0.959,Tether : Binance,78,"['Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Stargate' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Angle' 'Merkly' 'Angle' 'Stargate' 'Merkly' 'Stargate' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Stargate' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly']",1436.69,18.42,3,8,18,2023/7/26 2:05,2,31.7,"[0, 0, 0, 0, 0.04]"
20523818,0x2b89f2a47687124524dc9be2494201e236ee2d26,0.939,Tether : Binance,62,"['Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Stargate' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Stargate']",1092.99,17.63,3,8,16,2023/7/25 12:33,2,62.26,"[0, 0, 0, 0, 60.2]"
20523795,0xa927f50cca9b5ac6d636bc4c87f8c747f45c9b6d,0.909,Tether : Binance,93,"['Merkly' 'Stargate' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Stargate' 'Stargate' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Merkly' 'Merkly' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Angle' 'Stargate']",1413.64,15.2,3,8,18,2023/7/26 0:28,2,80.81,"[0, 0, 0, 0, 45.64]"
20523625,0x4f70f4c24d92d8b882e10bb0b6be4ba708744239,0.909,Tether : Binance,57,"['Merkly' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Angle' 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly'
 'Merkly' 'Merkly' 'CoreDAO' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Merkly' 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Merkly'
 'Merkly' 'CoreDAO' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Merkly'
 'Merkly']",1073.16,18.83,4,7,18,2023/7/26 8:28,2,1.61,"[0, 0, 0, 0, 0.09]"
