Funding block,address,Funding Amount[CELO],Funding Entity,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,EarliestLZdata,affinity,Onmichain Balance$,eth linea base scroll zks Balance$
20515360,0x0a0e742acf43d7516bf870c19717048c86e6bca5,0.999,Tether : Binance,147,"['Angle' 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'CoreDAO' 'Merkly'
 'Abracadabra Money' 'Stargate' 'Merkly' 'Angle' 'Harmony Bridge'
 'Stargate' 'Holograph' 'NOGEM' 'Stargate' 'Angle' 'CoreDAO' 'Angle'
 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Angle' 'Angle'
 'CoreDAO' 'Stargate' 'Angle' 'Bitcoin Bridge' 'Angle' 'CoreDAO' 'CoreDAO'
 'Angle' 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'Angle' 'NOGEM' 'CoreDAO'
 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money' 'NOGEM' 'Angle'
 'CoreDAO' 'NOGEM' 'Angle' 'Stargate' 'Harmony Bridge' 'Harmony Bridge'
 'Stargate' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'Stargate' 'Angle' nan 'Abracadabra Money' 'Merkly'
 'CoreDAO' 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge'
 'CoreDAO' 'Stargate' 'Stargate' 'Abracadabra Money' 'Abracadabra Money'
 'Stargate' nan 'Abracadabra Money' 'Harmony Bridge' 'Merkly' 'Holograph'
 'CoreDAO' 'Abracadabra Money' 'Harmony Bridge' 'Stargate' 'CoreDAO'
 'Holograph' 'Harmony Bridge' 'Angle' 'Bitcoin Bridge' 'Stargate'
 'Harmony Bridge' 'Angle' 'Abracadabra Money' 'Harmony Bridge'
 'Aptos Bridge' 'CoreDAO' 'Harmony Bridge' 'Abracadabra Money' 'CoreDAO'
 'CoreDAO' 'Angle' 'Holograph' 'CoreDAO' 'Stargate' 'CoreDAO'
 'Abracadabra Money' 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Angle'
 'Harmony Bridge' 'CoreDAO' 'NOGEM' 'Harmony Bridge' 'CoreDAO' 'Stargate'
 'Stargate' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'Merkly'
 'Harmony Bridge' 'Abracadabra Money' 'CoreDAO' 'Angle' 'Harmony Bridge'
 'CoreDAO' 'Stargate' 'Abracadabra Money' 'Stargate' 'Holograph'
 'Harmony Bridge' 'Merkly' 'Stargate' 'Merkly' 'Harmony Bridge'
 'Harmony Bridge' 'Stargate' 'Abracadabra Money' 'Stargate' 'Stargate'
 'Angle' nan 'Stargate' 'Stargate' 'Stargate' 'Harmony Bridge'
 'Harmony Bridge' 'CoreDAO' 'CoreDAO']",11533.14,78.46,11,9,20,2023/4/17 12:29,15,271.09,"[3.69, 0, 0, 0, 37.67]"
20515312,0x0985c2d3373adc17efdc9f25d89301c17f0cb47e,1.009,Tether : Binance,140,"['Aptos Bridge' 'Angle' 'Stargate' 'Angle' 'Aptos Bridge'
 'Abracadabra Money' 'Merkly' 'CoreDAO' 'CoreDAO' 'Harmony Bridge'
 'CoreDAO' 'Merkly' 'Angle' 'Abracadabra Money' 'Harmony Bridge' 'CoreDAO'
 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' nan
 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'CoreDAO'
 'Stargate' 'CoreDAO' 'Angle' 'CoreDAO' 'Abracadabra Money' 'Stargate'
 'Abracadabra Money' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Stargate'
 'Holograph' 'Merkly' 'Stargate' 'Angle' 'Angle' 'Harmony Bridge'
 'Harmony Bridge' 'Aptos Bridge' 'CoreDAO' 'Harmony Bridge' 'Angle'
 'Aptos Bridge' 'Stargate' 'CoreDAO' 'Holograph' 'Abracadabra Money'
 'CoreDAO' 'Holograph' 'Harmony Bridge' 'Stargate' 'Abracadabra Money'
 'Harmony Bridge' 'Abracadabra Money' 'Stargate' 'Angle' 'Angle'
 'Aptos Bridge' 'Aptos Bridge' 'CoreDAO' 'CoreDAO' 'Bitcoin Bridge'
 'Stargate' 'CoreDAO' 'NOGEM' 'Angle' 'Abracadabra Money' 'NOGEM'
 'Stargate' 'Stargate' 'CoreDAO' 'Angle' 'Stargate' 'Abracadabra Money'
 'Harmony Bridge' nan 'Abracadabra Money' 'Abracadabra Money' 'Merkly'
 'CoreDAO' 'CoreDAO' nan 'Abracadabra Money' 'Harmony Bridge' 'Stargate'
 'Harmony Bridge' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'CoreDAO' 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'Holograph'
 'Harmony Bridge' 'Angle' 'Stargate' 'CoreDAO' 'Harmony Bridge' 'Stargate'
 'Harmony Bridge' 'CoreDAO' 'Angle' 'CoreDAO' 'CoreDAO' 'CoreDAO'
 'Aptos Bridge' 'CoreDAO' 'Harmony Bridge' 'Abracadabra Money' 'CoreDAO'
 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money' 'Stargate' 'CoreDAO'
 'Angle' 'Harmony Bridge' 'Abracadabra Money' 'Aptos Bridge'
 'Abracadabra Money' 'Merkly' 'Merkly' 'Abracadabra Money'
 'Harmony Bridge' 'Abracadabra Money' 'Merkly' 'CoreDAO' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'CoreDAO' 'CoreDAO']",6182.51,44.16,11,8,15,2023/5/24 23:34,15,62.93,"[0.37, 0, 0, 0, 38.43]"
20515282,0x63ecd8e13c54db6023f8f0e2cca5303d0bb7f57a,0.999,Tether : Binance,152,"['Harmony Bridge' 'NOGEM' 'Harmony Bridge' 'Abracadabra Money' 'Merkly'
 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge'
 'Angle' 'Abracadabra Money' 'Angle' 'Angle' 'Angle' 'Harmony Bridge' nan
 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Stargate' 'Stargate'
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Harmony Bridge'
 'Harmony Bridge' 'CoreDAO' 'Angle' 'Stargate' 'Merkly' 'CoreDAO'
 'Harmony Bridge' 'Stargate' 'Aptos Bridge' 'CoreDAO' 'Abracadabra Money'
 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'Abracadabra Money'
 'Stargate' 'Abracadabra Money' 'NOGEM' 'Abracadabra Money'
 'Bitcoin Bridge' 'Angle' 'Angle' 'Stargate' 'Harmony Bridge' 'CoreDAO'
 'Aptos Bridge' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'Stargate'
 'CoreDAO' 'Angle' 'CoreDAO' 'Stargate' 'Abracadabra Money' 'Holograph'
 'Harmony Bridge' 'Harmony Bridge' 'Aptos Bridge' 'Harmony Bridge'
 'Abracadabra Money' 'Stargate' 'Stargate' 'Stargate' 'Angle'
 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'Abracadabra Money'
 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'Stargate'
 'Aptos Bridge' 'Stargate' 'Merkly' 'CoreDAO' 'Merkly' 'Angle' 'Angle'
 'Harmony Bridge' 'Abracadabra Money' 'Holograph' 'Aptos Bridge'
 'Aptos Bridge' 'Aptos Bridge' 'Holograph' 'Aptos Bridge' 'Harmony Bridge'
 'Aptos Bridge' nan 'NOGEM' 'Angle' 'Harmony Bridge' 'Stargate' 'Angle'
 'CoreDAO' 'Merkly' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' 'Stargate' 'CoreDAO' 'Abracadabra Money' 'CoreDAO'
 'Abracadabra Money' 'NOGEM' 'CoreDAO' 'Abracadabra Money' 'Aptos Bridge'
 'Aptos Bridge' 'Harmony Bridge' 'CoreDAO' 'Merkly' 'Stargate' 'Holograph'
 'Merkly' 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money' 'Stargate'
 'CoreDAO' nan 'Angle' 'Aptos Bridge' 'Abracadabra Money' 'CoreDAO'
 'Angle' 'Aptos Bridge' 'Angle' 'Angle' 'Harmony Bridge'
 'Abracadabra Money' 'Abracadabra Money' 'Aptos Bridge' 'Harmony Bridge'
 'Angle' 'CoreDAO' 'CoreDAO' 'CoreDAO' 'Angle' 'Harmony Bridge']",6015.84,39.58,11,8,17,2023/5/25 1:19,15,55.21,"[0.42, 0, 0, 0, 37.34]"
20515234,0x5d3277aa0d4094a4674da05b02eac750bb534655,1.009,Tether : Binance,135,"['Stargate' 'CoreDAO' 'Angle' 'Harmony Bridge' 'Angle' 'Harmony Bridge'
 'CoreDAO' 'Harmony Bridge' 'Bitcoin Bridge' 'Abracadabra Money'
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Angle' 'CoreDAO' 'CoreDAO'
 'Holograph' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge' 'Holograph'
 'Angle' 'Harmony Bridge' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle'
 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money' 'Stargate'
 'CoreDAO' 'Angle' 'Abracadabra Money' 'Abracadabra Money' 'Merkly' nan
 'Angle' 'Merkly' 'Harmony Bridge' 'Merkly' 'Bitcoin Bridge' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'Angle' 'Stargate'
 'Abracadabra Money' 'Angle' 'Angle' 'Harmony Bridge' 'Abracadabra Money'
 'Harmony Bridge' 'NOGEM' 'Stargate' 'Harmony Bridge' 'Merkly' 'Holograph'
 'Holograph' 'CoreDAO' 'Angle' 'Stargate' 'Angle' 'Angle' 'CoreDAO'
 'CoreDAO' 'Harmony Bridge' 'Abracadabra Money' 'Harmony Bridge' 'Angle'
 'CoreDAO' 'Harmony Bridge' 'Stargate' 'Stargate' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'Angle'
 'Stargate' 'Merkly' 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge'
 'Bitcoin Bridge' 'Angle' 'NOGEM' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Merkly'
 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money'
 'NOGEM' 'Angle' 'Angle' 'Abracadabra Money' 'Angle' 'NOGEM' 'Angle'
 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge'
 'Harmony Bridge' 'Merkly' 'Harmony Bridge' 'Angle' nan 'CoreDAO'
 'Aptos Bridge' 'Harmony Bridge' 'Abracadabra Money' 'Angle' 'Stargate'
 'Merkly' 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Harmony Bridge'
 'CoreDAO' 'Angle' 'Harmony Bridge' nan 'Harmony Bridge']",6054.37,44.85,11,9,19,2023/5/7 15:41,15,47.64,"[0.07, 0, 0, 0, 37.18]"
20515178,0x8b1221ef92e442c1bfa5b8a09fa9225be9b61f30,1.009,Tether : Binance,150,"['Harmony Bridge' 'Harmony Bridge' 'Aptos Bridge' 'NOGEM' 'CoreDAO'
 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money' 'Angle' 'Angle' 'Angle'
 'CoreDAO' 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money' 'NOGEM'
 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Holograph' 'Harmony Bridge'
 'CoreDAO' 'Harmony Bridge' 'Angle' 'Angle' 'Abracadabra Money' 'Stargate'
 'Angle' 'Harmony Bridge' 'CoreDAO' 'Stargate' 'Aptos Bridge' 'Angle'
 'NOGEM' 'Harmony Bridge' 'Abracadabra Money' 'Stargate' 'CoreDAO'
 'Abracadabra Money' 'Harmony Bridge' 'Harmony Bridge' 'NOGEM' 'CoreDAO'
 'Harmony Bridge' 'Stargate' 'Merkly' nan 'Stargate' 'Stargate'
 'Abracadabra Money' 'Stargate' 'CoreDAO' 'Harmony Bridge' 'Stargate'
 'CoreDAO' 'Merkly' 'Abracadabra Money' 'CoreDAO' 'Angle' 'Angle' 'Merkly'
 'Aptos Bridge' 'Harmony Bridge' 'Angle' 'Stargate' 'Angle' 'Merkly'
 'Angle' 'Aptos Bridge' 'Angle' 'Angle' 'Merkly' 'Abracadabra Money'
 'Abracadabra Money' 'Angle' 'Harmony Bridge' 'Aptos Bridge' 'CoreDAO'
 'CoreDAO' nan 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Stargate' nan
 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'CoreDAO' 'Stargate'
 'Abracadabra Money' 'Stargate' 'CoreDAO' 'CoreDAO' 'Harmony Bridge'
 'Angle' 'Aptos Bridge' 'CoreDAO' 'Angle' 'Aptos Bridge' 'Harmony Bridge'
 'Angle' 'Harmony Bridge' 'Bitcoin Bridge' 'Stargate' 'Holograph' 'Angle'
 'Angle' 'Harmony Bridge' 'Abracadabra Money' 'Stargate' 'Harmony Bridge'
 'Aptos Bridge' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Harmony Bridge' 'Aptos Bridge' 'Aptos Bridge'
 'Holograph' 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge'
 'Abracadabra Money' 'Harmony Bridge' 'Harmony Bridge' 'Stargate'
 'CoreDAO' 'Aptos Bridge' 'Merkly' 'Harmony Bridge' 'Merkly'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Angle' 'Harmony Bridge'
 'Harmony Bridge' 'Abracadabra Money' 'Stargate' 'Holograph' 'Stargate'
 'CoreDAO' 'Stargate' 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money'
 'CoreDAO' 'CoreDAO' 'Stargate']",7796.91,51.98,11,8,17,2023/5/24 23:51,15,55.63,"[0.39, 0, 0, 0, 38.07]"
20515081,0x20a7755e3fa6a59493f51a774ba619be5eb62dcc,1.009,Tether : Binance,144,"['CoreDAO' 'Angle' 'Harmony Bridge' 'Aptos Bridge' 'Harmony Bridge'
 'Abracadabra Money' 'Stargate' 'Abracadabra Money' 'Stargate'
 'Harmony Bridge' 'Angle' 'CoreDAO' 'Abracadabra Money' 'Angle' 'CoreDAO'
 'Harmony Bridge' 'Stargate' 'Angle' 'Stargate' nan 'CoreDAO' 'Angle'
 'Harmony Bridge' 'Angle' 'Aptos Bridge' 'CoreDAO' nan 'NOGEM'
 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'Angle' 'Harmony Bridge'
 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'Harmony Bridge'
 'Harmony Bridge' 'CoreDAO' 'Angle' 'Harmony Bridge' 'Holograph'
 'Harmony Bridge' 'NOGEM' 'Stargate' 'Angle' 'NOGEM' 'CoreDAO' 'CoreDAO'
 'CoreDAO' 'Abracadabra Money' 'Aptos Bridge' 'CoreDAO' 'CoreDAO'
 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Aptos Bridge'
 'Harmony Bridge' 'Merkly' 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge'
 'Angle' 'Abracadabra Money' 'CoreDAO' 'Angle' 'Abracadabra Money' 'Angle'
 'Holograph' 'Harmony Bridge' 'NOGEM' 'Abracadabra Money'
 'Abracadabra Money' 'Holograph' 'CoreDAO' 'Angle' 'Stargate' 'Angle'
 'Bitcoin Bridge' 'Stargate' 'Angle' nan 'Angle' 'CoreDAO' 'Aptos Bridge'
 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge'
 'Abracadabra Money' 'Merkly' 'CoreDAO' 'Aptos Bridge' 'Aptos Bridge'
 'Abracadabra Money' 'Abracadabra Money' 'Stargate' 'Stargate'
 'Harmony Bridge' 'Angle' 'Merkly' 'CoreDAO' 'Stargate' 'CoreDAO' 'Merkly'
 'CoreDAO' 'CoreDAO' 'Stargate' 'CoreDAO' 'Angle' 'CoreDAO' 'Aptos Bridge'
 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO'
 'Abracadabra Money' 'Abracadabra Money' 'Aptos Bridge' 'Stargate'
 'Abracadabra Money' 'CoreDAO' 'Abracadabra Money' 'Holograph' 'Merkly'
 'Harmony Bridge' 'Aptos Bridge' 'Harmony Bridge' 'Stargate' 'Stargate'
 'Merkly' 'CoreDAO' 'Stargate' 'Harmony Bridge' 'Abracadabra Money'
 'Stargate' 'CoreDAO' 'Harmony Bridge' 'Merkly']",6037.88,41.93,11,8,17,2023/5/25 0:19,15,52.3,"[0.22, 0, 0, 0, 38.68]"
20514735,0x4a2da98db28feede4c015a52aad6af9f301a16c4,1.009,Tether : Binance,139,"['Harmony Bridge' 'Holograph' nan 'Aptos Bridge' 'Aptos Bridge' 'CoreDAO'
 'Stargate' 'Stargate' 'CoreDAO' 'Abracadabra Money' 'CoreDAO' 'Stargate'
 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Stargate' 'Harmony Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Abracadabra Money'
 'Harmony Bridge' 'Merkly' 'Abracadabra Money' 'CoreDAO' 'Harmony Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'NOGEM'
 'Angle' 'CoreDAO' 'Holograph' 'Harmony Bridge' 'Stargate' 'Aptos Bridge'
 'Harmony Bridge' 'CoreDAO' 'Merkly' 'Abracadabra Money' 'Aptos Bridge'
 'Stargate' 'Stargate' 'CoreDAO' 'Harmony Bridge' 'Abracadabra Money'
 'Stargate' 'Stargate' 'Abracadabra Money' 'Aptos Bridge'
 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'CoreDAO' nan 'Angle'
 'Abracadabra Money' 'Aptos Bridge' 'Harmony Bridge' 'Bitcoin Bridge'
 'Harmony Bridge' 'Abracadabra Money' 'Angle' 'Angle' 'Abracadabra Money'
 'CoreDAO' 'Merkly' 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'NOGEM'
 'Abracadabra Money' 'CoreDAO' 'CoreDAO' 'Harmony Bridge'
 'Abracadabra Money' 'Aptos Bridge' 'Harmony Bridge' 'CoreDAO' 'Holograph'
 'CoreDAO' 'Abracadabra Money' 'Merkly' 'Harmony Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'Angle'
 'Harmony Bridge' 'NOGEM' 'Abracadabra Money' 'Harmony Bridge'
 'Aptos Bridge' 'Angle' 'Angle' 'Stargate' 'Angle' 'Abracadabra Money'
 'Abracadabra Money' 'Aptos Bridge' 'Harmony Bridge' 'Angle' 'CoreDAO'
 'Harmony Bridge' 'Stargate' 'Stargate' 'CoreDAO' 'Angle' 'Harmony Bridge'
 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'Merkly' 'CoreDAO' 'Angle'
 'Abracadabra Money' 'Holograph' 'Merkly' 'Merkly' nan 'Abracadabra Money'
 'CoreDAO' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'Abracadabra Money' 'Stargate' 'CoreDAO' 'Abracadabra Money' 'Angle'
 'CoreDAO' 'Stargate' 'NOGEM' 'CoreDAO' 'CoreDAO']",5877.4,42.28,11,8,17,2023/5/24 22:37,15,54.26,"[0.41, 0, 0, 0, 38.15]"
20514495,0x662df7fcaf6805e05ece32e427ecf937e840ec10,1.009,Tether : Binance,144,"['Harmony Bridge' 'NOGEM' 'CoreDAO' 'Stargate' 'CoreDAO' 'Stargate'
 'Abracadabra Money' 'CoreDAO' 'Angle' 'CoreDAO' 'Abracadabra Money'
 'CoreDAO' 'Angle' 'CoreDAO' 'NOGEM' 'Stargate' 'Angle' 'CoreDAO'
 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Angle' 'Holograph' 'Angle'
 'Angle' 'Angle' 'Harmony Bridge' nan 'CoreDAO' 'Harmony Bridge' 'Merkly'
 'Harmony Bridge' 'Bitcoin Bridge' 'NOGEM' 'Stargate' 'Stargate'
 'Harmony Bridge' 'Harmony Bridge' 'CoreDAO' 'Harmony Bridge' 'Holograph'
 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Angle'
 'Harmony Bridge' 'Abracadabra Money' 'Harmony Bridge' 'Abracadabra Money'
 'CoreDAO' 'Aptos Bridge' nan 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge'
 'Abracadabra Money' 'CoreDAO' 'Angle' 'CoreDAO' 'CoreDAO' 'CoreDAO'
 'CoreDAO' 'CoreDAO' 'Aptos Bridge' 'Harmony Bridge' 'Angle' 'CoreDAO'
 'CoreDAO' 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'Stargate'
 'Holograph' 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge'
 'Angle' 'Merkly' 'Angle' 'Abracadabra Money' 'Merkly' 'Stargate'
 'Stargate' 'Stargate' 'Aptos Bridge' 'Harmony Bridge' 'Abracadabra Money'
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'CoreDAO' 'Stargate'
 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge' 'CoreDAO'
 'Stargate' 'Harmony Bridge' 'Stargate' 'Merkly' 'CoreDAO'
 'Harmony Bridge' 'CoreDAO' 'Stargate' 'CoreDAO' 'Abracadabra Money'
 'Abracadabra Money' 'Harmony Bridge' 'Aptos Bridge' 'Stargate' nan
 'Angle' 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Stargate'
 'Angle' 'Stargate' 'Aptos Bridge' 'Harmony Bridge' 'NOGEM' 'Aptos Bridge'
 'CoreDAO' 'Stargate' 'Aptos Bridge' 'Abracadabra Money' 'Stargate'
 'Stargate' 'Holograph' 'Angle' 'NOGEM' 'Stargate' 'CoreDAO' 'CoreDAO'
 'Harmony Bridge' 'Abracadabra Money' 'Merkly' 'Merkly' 'CoreDAO' 'Merkly'
 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money']",7906.26,54.9,11,8,18,2023/5/24 22:15,15,58.59,"[0.24, 0, 0, 0, 37.69]"
20514264,0xd4fa96f848e749f8f6825699212f5aa3462bf406,0.999,Tether : Binance,136,"['Stargate' 'Harmony Bridge' 'Angle' 'Merkly' 'Aptos Bridge' 'Holograph'
 'Harmony Bridge' 'Harmony Bridge' 'Stargate' 'Harmony Bridge' nan
 'Harmony Bridge' 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'CoreDAO'
 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' 'Stargate'
 'Abracadabra Money' 'Abracadabra Money' 'CoreDAO' 'Stargate' 'NOGEM'
 'Harmony Bridge' 'Harmony Bridge' 'Harmony Bridge' 'Aptos Bridge' 'Angle'
 'CoreDAO' 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge'
 'Harmony Bridge' 'CoreDAO' 'CoreDAO' 'Merkly' 'Angle' 'Merkly'
 'Abracadabra Money' 'CoreDAO' 'CoreDAO' 'Angle' 'Stargate' 'CoreDAO'
 'Abracadabra Money' 'Angle' 'Abracadabra Money' 'Abracadabra Money'
 'CoreDAO' 'CoreDAO' 'CoreDAO' 'CoreDAO' 'Harmony Bridge'
 'Abracadabra Money' 'Merkly' 'Abracadabra Money' 'Abracadabra Money'
 'Harmony Bridge' 'Aptos Bridge' 'Stargate' 'Angle' 'Harmony Bridge'
 'Stargate' 'Angle' 'Harmony Bridge' 'Abracadabra Money' 'Angle' 'Angle'
 'Abracadabra Money' 'Harmony Bridge' 'Stargate' 'Aptos Bridge' 'Angle'
 'Angle' 'NOGEM' 'Harmony Bridge' 'Holograph' 'Angle' nan 'Aptos Bridge'
 'Harmony Bridge' 'Abracadabra Money' 'Angle' 'Harmony Bridge' 'CoreDAO'
 'Angle' 'Merkly' 'Harmony Bridge' 'Aptos Bridge' 'Stargate' 'Angle'
 'Harmony Bridge' 'Harmony Bridge' nan 'Abracadabra Money' 'Stargate'
 'Stargate' 'Angle' 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'Stargate'
 'Holograph' 'Abracadabra Money' 'Abracadabra Money' 'Abracadabra Money'
 'Aptos Bridge' 'NOGEM' 'CoreDAO' 'CoreDAO' 'CoreDAO' 'Merkly' 'NOGEM'
 'Bitcoin Bridge' 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge'
 'Merkly' 'Angle' 'Angle' 'CoreDAO' 'CoreDAO' 'Harmony Bridge' 'Angle'
 'Aptos Bridge' 'Angle' 'Abracadabra Money' 'Stargate' 'Stargate'
 'Harmony Bridge' 'CoreDAO' 'Stargate' 'Harmony Bridge' 'Harmony Bridge']",5608.37,41.24,11,8,17,2023/5/25 0:32,15,63.03,"[0.44, 0, 0, 0, 38.57]"
20514234,0xc815e583341027dedada7ec6041708cb0e956b2f,1.009,Tether : Binance,140,"['NOGEM' 'CoreDAO' 'CoreDAO' 'Holograph' 'Merkly' 'Harmony Bridge'
 'Merkly' 'Stargate' 'Merkly' 'Angle' 'Harmony Bridge' 'CoreDAO'
 'Stargate' 'Abracadabra Money' 'Abracadabra Money' 'Bitcoin Bridge'
 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'Angle' 'Abracadabra Money'
 'Stargate' 'CoreDAO' 'Abracadabra Money' 'Angle' 'Harmony Bridge'
 'Stargate' 'Stargate' 'Holograph' 'Abracadabra Money' 'Merkly' 'Merkly'
 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Angle' 'Abracadabra Money'
 'Angle' 'Stargate' 'Harmony Bridge' 'CoreDAO' 'NOGEM' 'Angle' 'CoreDAO'
 'CoreDAO' 'Holograph' 'CoreDAO' 'Harmony Bridge' 'Abracadabra Money'
 'Stargate' 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money'
 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge' 'Angle'
 'Harmony Bridge' 'NOGEM' 'Angle' 'CoreDAO' 'Abracadabra Money' 'Angle'
 'CoreDAO' 'Merkly' 'Stargate' 'CoreDAO' 'Angle' 'Harmony Bridge'
 'CoreDAO' 'Harmony Bridge' 'Harmony Bridge' nan 'Stargate' 'CoreDAO'
 'Stargate' 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money' 'NOGEM'
 'Angle' 'Harmony Bridge' 'Harmony Bridge' 'Abracadabra Money'
 'Harmony Bridge' 'Angle' nan 'Harmony Bridge' 'CoreDAO' 'Stargate'
 'Stargate' 'Abracadabra Money' 'Abracadabra Money' 'Angle'
 'Harmony Bridge' 'Abracadabra Money' 'Abracadabra Money' 'Harmony Bridge'
 'Abracadabra Money' 'Harmony Bridge' 'Bitcoin Bridge' 'Aptos Bridge'
 'Angle' 'NOGEM' 'Stargate' 'CoreDAO' 'Harmony Bridge' 'Abracadabra Money'
 'Angle' 'CoreDAO' 'Abracadabra Money' 'Angle' 'Stargate' 'Harmony Bridge'
 'Abracadabra Money' 'Harmony Bridge' 'Angle' 'Bitcoin Bridge'
 'Harmony Bridge' 'Stargate' 'Harmony Bridge' 'Stargate' 'Angle'
 'Abracadabra Money' 'Holograph' nan 'Harmony Bridge' 'Harmony Bridge'
 'Harmony Bridge' 'Angle' 'Harmony Bridge' 'Stargate' 'Harmony Bridge'
 'Stargate' 'Angle' 'Merkly' 'Stargate' 'Abracadabra Money'
 'Harmony Bridge']",8076.81,57.69,11,9,19,2023/5/7 21:23,15,48.89,"[0.06, 0, 0, 0, 37.42]"
