Funding block,address,Funding Amount[CELO],Funding Entity
20806000,0x2ce3777466bd65d640bf342546fe73e2e734112d,2.014111,Tether : Binance
20805994,0xdc15bcf987a85ce625b5a49ca8165d7bd571ae2a,1.999,Tether : Binance
20805988,0x29012720c26e81d13771110ecbb83664151ae54c,2.015061,Tether : Binance
20805976,0xc9583c6789c291c5aa4d5a42b247860f541722e3,2.002817,Tether : Binance
20805964,0x72f1cd05d78ff8b7dbb9a0c56df9c087217f9460,2.010811,Tether : Binance
20805954,0x1571e6bf3a70ebca6a53eec64af3ccf903200330,2.000062,Tether : Binance
20805951,0xb632971f00090f8a6459a0207791efdc468bb7ef,1.999,Tether : Binance
20805951,0x8ce5af4d5cdb61b6890ca8987710ee3a3b1f480a,1.963442,Tether : Binance
20805940,0x79865fdef9283f83063bfd9991a1fc4d3da8c0a6,2.017037,Tether : Binance
20805928,0x9e2fb195223e9e08a9a1cafdc2d141d0184ea60b,2.018106,Tether : Binance
20805918,0x4c044a6220148ff7989111cc12bf581d1ff97f41,1.999,Tether : Binance
20805916,0x92ccad868bde4685f545e27f1715edcf87bfe1de,2.002477,Tether : Binance
20805905,0x459af5fc716472049cd5ac1b8ad0508bb60f6143,2.00157,Tether : Binance
20805893,0x844b756634ef41159bf56eee4808efe203d43e85,2.016551,Tether : Binance
20805880,0xdf658a54c5af0e5399f94f41c0f5b89c0b570607,2.001533,Tether : Binance
20805868,0x1830dfbf7ac0c6ccb19e9ee7ad1b367563b0e349,2.00255,Tether : Binance
20805856,0xd096445803e31157812a97517976bc8a20b26773,2.01672,Tether : Binance
20805844,0xfda97624e9a3eaf07391ee2e8faadb115ede51a0,2.004295,Tether : Binance
20805835,0xc8aea56e223118c10f8b9be75f6f75b94fb77eec,2.017585,Tether : Binance
20805822,0x8dc38daee9211950f4f391c9becf9f558811c188,2.01436,Tether : Binance
20805808,0x76e1c97299ee9fb83b306f02537db7bfb184e114,2.013784,Tether : Binance
20805798,0x6dd2824e2176676b052882f08300ec69bdcfade6,2.016892,Tether : Binance
20805786,0xeb633f724ad5a5f54934acf4eb0a48fb4d0eba89,2.007784,Tether : Binance
20805776,0x86337f8e87ab0a2a2ce1412c09cdc26e8048a7f2,2.0095,Tether : Binance
20805761,0x353f1f93d0ccb72c45178c13ba56d5e5d3f47516,2.015454,Tether : Binance
20805748,0x6cdd6c5c0ac5e7037fb4b1c0b128a2cad51119fc,2.013896,Tether : Binance
20805738,0x9ad6e16bca8f6b3999a0c1faa65212d68d0dc84f,2.002562,Tether : Binance
20805724,0xb667c0ea063f7060c9a135d178efc8807a7741ab,2.001377,Tether : Binance
20805714,0x30c77b181a0761ead2ad7f9206dca15a20d4d25a,2.006834,Tether : Binance
20805700,0xc939e80156c350f76be5cdf202eb8473d4eb32d8,2.016908,Tether : Binance
20805439,0x7514bd82c9a7fcbf12cd483ed1a5985d99c1127d,1.999,Tether : Binance
20805259,0xcf8ea08fc0323d2eb0825551f3a377cf073496ea,1.967324,Tether : Binance
20805218,0xa86a8bb81acd98723d5393f6f2a914e590859ae6,1.999,Tether : Binance
20804635,0xcdc9ee8ab27c4ae4c24b3fe9d2479e9b06b49c7b,1.999,Tether : Binance
20804378,0x87ac0da4846b9a863e744458d8e1239e4748bc9e,1.999,Tether : Binance
20804354,0x72e4ce5bfed39f201b974b1187e47cf28e45a786,1.999,Tether : Binance
20804259,0x97f50f5c71dac46eabab3611077db268d50f1d7c,1.95019,Tether : Binance
20804249,0xace7c2c094f2e82af0e958106e99f98507937165,1.999,Tether : Binance
20803720,0xe1100c75f545c234df4d5cb559743f0232623cc6,1.999,Tether : Binance
20803720,0xa51015fb022ed0bbdb82c8e98097fb0f58214921,1.999,Tether : Binance
20803707,0xd6cace6702660ad38e2c7b70f2a936552716473a,1.949,Tether : Binance
20803686,0xe8dc21842849efd6b69879b850256442aa3dbe73,1.999,Tether : Binance
20803605,0x5f8ce192b090645ceb20254e9cef2cb4abed0b2d,1.999,Tether : Binance
20803476,0x13d714d90b1fc08d36627e36dcdae82f2fc321d4,1.971566,Tether : Binance
20803341,0x1fa49a864a3a4c476d036a420aa470deda7aefee,1.999,Tether : Binance
20803305,0x502deaf0bdd06474c5299e6d3a51c7e83159346b,1.999,Tether : Binance
20803296,0xb89a25034701a600bc519d83017f2f2066dde78a,1.999,Tether : Binance
20803296,0xd5f70653112d4b2b540c966fbbe233615f5efc35,1.972392,Tether : Binance
20803283,0xdb40ef58b1edcc2033ae102c2617dab445dab6b8,1.999,Tether : Binance
20803259,0x84b69e1afa1fbad3f104676bacb1838ef6618ae9,1.999,Tether : Binance
20803076,0x1ab70c2441f6e80679ce21faaf8f24b3442fbc29,1.999,Tether : Binance
20802902,0xba75167d20d008a195c33748d4f88a01934817eb,1.999,Tether : Binance
20802851,0x60e767334b0966c4c2886be85332aea625450220,1.999,Tether : Binance
20802825,0xb422d283d97e53a9b1222375f701de02826a7ea8,1.972364,Tether : Binance
20802727,0x2f7d13c511db2eba233d7861257155aaf94d3606,1.999,Tether : Binance
20802598,0x859e9761729241a9807dd65558bb90bad1662cdd,1.979063,Tether : Binance
20802533,0xf0757e7433363a393f93bd88af5c677dfcdab122,1.999,Tether : Binance
20802376,0xafbb984f2c3db0980ff755b448da7f7f6f52abe7,2.01383,Tether : Binance
20802375,0x924a2dbf6da1be1d6ae0228006edd49ec35458dc,2.01091,Tether : Binance
20802374,0x844efab1af81f54fef7491ecdce8354b8ea595cf,2.01708,Tether : Binance
20802370,0xf2f21752a5396211fc256970e11453c92d4c643f,2.0108,Tether : Binance
20802366,0xdb8d724357d771a2fe323e45ace8f8ac01b0b306,1.976335,Tether : Binance
20802364,0xdeac0b036c59756dc4c8b2817aa49ca300664e78,2.01062,Tether : Binance
20802362,0xa83078b9d2d93840c361754e2a0b349113917d68,2.0105,Tether : Binance
20802362,0x40b5235818675f131723e847984d4a2aa2136644,2.01881,Tether : Binance
20802360,0x817981e8118fcab7b167816bd5ea268413005c94,2.00946,Tether : Binance
20802359,0x05f62d412b8bcedb4efbbe975d0de9ad1e8be9ba,2.01804,Tether : Binance
20802355,0x034b4fb99958317f93a450f19e618872cdb73afe,2.00955,Tether : Binance
20802329,0xc3ef99cd84221c5e20659c8f13b678c90f660b0b,1.999,Tether : Binance
20802253,0x627d79fad4563a2c1af3c1bd23de69ea40101774,2.01725,Tether : Binance
20802230,0xa185d4ceaee1769bdf1fc5cd96df915c91955cc5,2.01028,Tether : Binance
20802210,0x4965998080979347a882cd7b4b7989005ed78b74,2.01414,Tether : Binance
20802187,0xc70a61ad6e9834f304ff2501f498d6f9dba6f9de,2.01793,Tether : Binance
20802180,0x47deb0d59faeebd206e8edc3c47b725994be89d6,2.0108,Tether : Binance
20802173,0x52cf2cfbe045e11ca203d4225fcf2352fa7ef6aa,2.01615,Tether : Binance
20802120,0x7d593f0ec1463054abaab7d92cb7e2b398e985fc,2.01336,Tether : Binance
20801963,0x3dfac1503e5db46e6076afb315e63acd0604a48b,1.999,Tether : Binance
20801850,0x64515efb8b394845b5e58c2f8ee8904264130fa3,1.999,Tether : Binance
20801755,0x87dec374e853088abf080e43c856e424b63ffa1d,1.999,Tether : Binance
20801747,0xe8240c842e4365b182122c0ae460e094fbfe9d9d,1.999,Tether : Binance
20801620,0xb38e1156538e653e11bd8f372af7164cf4e0adc1,2.034,Tether : Binance
20801214,0x3f3ba6ef000c46ed4b54d5b3e526c150e48fef5d,1.971222,Tether : Binance
20801099,0x808c8d57cd4fdd7641bcf726b9b0f532fb4f5570,1.96851,Tether : Binance
20801046,0xec56ad79b7177bad64c7dede43a88a65089a2678,1.999,Tether : Binance
20800968,0x51a18d6e02115a6528996a926909c05646642a2e,1.910054,Tether : Binance
20800779,0xb1223da55f5b8db915984f717f8f4d3b226efd03,1.971222,Tether : Binance
20800721,0xfaa44fcaa1c097f5a0c207855d262820f5a4fffd,1.999,Tether : Binance
20800716,0xd2c2f8c602238c6354d08d176b332587fda6d17f,1.999,Tether : Binance
20800710,0x29e68bd29c3580b6fd586683afa99bd45208c87e,1.999,Tether : Binance
20800631,0xfd3b397b873f888a1106ce6f5f2f9ff11e9279ec,2.078813,Tether : Binance
20800626,0xdc02e9a80cfd81618628c7ad46f500344aebd754,2.033435,Tether : Binance
20800620,0xfbae595430f9634d2bef048cf9ed72da031672eb,2.062143,Tether : Binance
20800617,0xfb071035c7760c2e4fd97726334f32153be90538,2.080841,Tether : Binance
20800615,0x6c28a2d143e3621d33a43080d2a3e6453a9faa1e,2.09576,Tether : Binance
20800606,0xa59cb51c00fb6c5552ba1832978f398008bd5ef5,2.054444,Tether : Binance
20800605,0x36eb600c49499dc70e244071d3ee1a6f7eafdfc5,2.091125,Tether : Binance
20800602,0x9471587f8b08d29af1645c9f27e8ba4d809f32a1,1.999,Tether : Binance
20800598,0x00b54f7709be3cea0fc09c7b1534599270ed6be9,2.040858,Tether : Binance
20800591,0xc6887c3ab0bf09132d8e267d6bf39c161480027e,2.026646,Tether : Binance
20800585,0xd289c8ac35927945378445726fe6a9140e6cb76f,2.057098,Tether : Binance
20800481,0x9ee2e0aee78e9872b2c93288f5960d9d7a8f372e,2.044447,Tether : Binance
20800470,0xa202e8dd6165e72fbc25009807bfc54963906c00,2.041395,Tether : Binance
20800350,0x174ec3dd777a4d02fa2305a451141c3c151cf65b,1.971787,Tether : Binance
20800300,0x0b8c958e6dcbf5d86a80f969c30d4fa1ddf584db,2.035021,Tether : Binance
20800281,0xcaab130a6a4c2511c9581a513bc6642d19153de1,2.062808,Tether : Binance
20800276,0x6445109ca2471707b7064d760b07b397f250e60f,2.049709,Tether : Binance
20800268,0x4cb21a5ce19bb82c11d0628bea523504b9728984,2.0772,Tether : Binance
20800175,0xe4ec13946ce37ae7b3ea6aac315b486dad7766f2,1.999,Tether : Binance
20800154,0x689d8adf91c7a35ea7849515d0a96bdc4da9b00d,1.979063,Tether : Binance
20800095,0x690fbafe4485b501b8bcfc6319adadbcdabd7cbd,2.009,Tether : Binance
20799984,0x67891d8b6e30c68542dd874cd3b01349af260fa4,1.975084,Tether : Binance
20799875,0x9c0af141661a24e2c53cb5919ef897d934b800f9,1.999,Tether : Binance
20799693,0x87b005e75b905eafa3a1f497772850a17ba749ca,1.971222,Tether : Binance
20799682,0xe73f869db981a87f890af869e4eeafb2082dc913,1.972415,Tether : Binance
20799674,0x92b1c0f25f5ac9c1546a877bd4f5c20c4023c8f4,1.999,Tether : Binance
20799633,0x5f16d69139bffa77cdce08bddda76ef6a0444b70,2.0101,Tether : Binance
20799595,0xba296bbbaac82ff14e5c8a8198b5cad017326072,2,Tether : Binance
20799571,0x2ced399b7f679304b629453238dc5b29a14522fe,1.959,Tether : Binance
20799563,0x406deb89e0b6d092bef3ee26fa7045c1e8e07b1f,1.969,Tether : Binance
20799547,0x6f46e7f9ddbb13d40b3b8f614f6503eaa4d445ef,1.979,Tether : Binance
20799491,0x87edd528ecf170f656154f1017636e823bcdb1bb,2.099,Tether : Binance
20799470,0x6503a9cd1409ccc0cf47cb32be05c36090a1104e,1.968447,Tether : Binance
20799451,0x8659f96751a7c1c31bd0068a08f8c3359c290aea,1.999,Tether : Binance
20799439,0xcbec1b2a5adbd8c71503923475002ff50c449454,1.998,Tether : Binance
20799293,0x2b854bbf6500c63876d472a734957c5044e33b75,1.96851,Tether : Binance
20799246,0x57a5aacb9df62bbdbd32da984274e74e1edcae97,1.972396,Tether : Binance
20799215,0x62623ed1b620bf795dba5fd3d353a3214092898a,1.97582,Tether : Binance
20799167,0x77ee83681a28193d3ec4a657f7e792cd5d33e0bd,1.979029,Tether : Binance
20799059,0xf270eb144c1314a623b8fc30a7c3b11fb7a01818,1.979064,Tether : Binance
20799030,0x91e494f892964630facb13cbc69720844643013a,1.9123,Tether : Binance
20798892,0x970f30b1cf2734c396573c0b193bdae8b9a059be,1.978668,Tether : Binance
20798888,0x3ec1e45851f0fd6cd7ccb8b272e77f92653c5717,2.089,Tether : Binance
20798884,0x11a9257691b0d85f9a97659d63036471cac52036,1.999,Tether : Binance
20798875,0xa525a431ddded873c7bbebd93963e9627e6c61d9,1.978797,Tether : Binance
20798866,0x7d33aa83b367cf9ff1aa7c9dfc806321c356195e,2.011345,Tether : Binance
20798856,0xf80fdf67baccb96e6a4e543b530057988c206328,2,Tether : Binance
20798846,0x4f652e31181f1a9a0981bf28a2f52b50bbbe0955,1.9786,Tether : Binance
20798834,0x66668ef368e002f36112c71fa099df122ddbc22e,1.997,Tether : Binance
20798814,0xb43ec73bb7b8b99d0f26286a8ef5458c8489035c,2,Tether : Binance
20798793,0x6d160a4a3710cdc581fbbe37f29dae40df4ddac8,1.976335,Tether : Binance
20798684,0xe3e13a4d814a71302d639497ee2ca740b97a3a46,1.975135,Tether : Binance
20798657,0xe088d1aaa21de55f40012adecafffd07626732db,2.0752,Tether : Binance
20798439,0x0513b6bfeaf8681a6b6cbe70827c48f118f6997a,1.984224,Tether : Binance
20798424,0x889b7d516dec8f721bd620e299582231736b3a32,2.084939,Tether : Binance
20798306,0x1cb540697f6965de25662b83e94d797059dd9512,1.999,Tether : Binance
20798243,0x2d2f77a67de58ced6d6351b7f51f30c1155e38d8,1.988191,Tether : Binance
20798224,0x9bc8130233193142d8dedcbdf256cd638be3a6ea,1.999,Tether : Binance
20798156,0x11194a232d4fd751fcbb0df3c305e7752a1aada4,1.999,Tether : Binance
20798154,0x1dfde1df3ae3b151940f615ab5af298023315667,1.986925,Tether : Binance
20798150,0x97f533dce981c8d97d94f9d637e7b196b7ae2673,1.988191,Tether : Binance
20798133,0x6cfc71490e0419c76804b07ddc88e61123323c2d,1.999,Tether : Binance
20798075,0x511703b0621476a960b45f4b8f6c6a9367aaa767,1.999,Tether : Binance
20798047,0x36364aaeea1586c5299861e1547ded26545cb3f9,1.999,Tether : Binance
20797943,0xfe7b1a99c6897188fe59b78c3d54b8d614595782,1.981772,Tether : Binance
20797830,0x5d7c26dd58206486a2530b8ce45d5d965e21b7ef,1.997624,Tether : Binance
20797807,0x12386f065fe625eea83a292eed12d78e3ce549a2,1.990944,Tether : Binance
20797755,0xa84dd587d67922c52e0863bd5f526c5163ffceea,2.034,Tether : Binance
20797737,0x6b07458ddde21e92cb7025f657ee4b82c4b4bd67,1.97792,Tether : Binance
20797726,0xe3557583bdfc12eaf28b9f2d9607e2ccd05b24b1,1.999,Tether : Binance
20797718,0x67a5ab0aef8e6b3b2ae4ba1d514c2ccce2ca6e56,1.999,Tether : Binance
20797609,0x6ad89b307c655d3447888a44349bdbc7a84afc43,1.999,Tether : Binance
20797525,0xe7ae0a3cbcd342db73c7e0d655f5f224f74af59a,2.018052,Tether : Binance
20797514,0x9828d19b6e2eaac906cd53a3f79a51cb4b0b3b4d,1.984204,Tether : Binance
20797501,0x86c75670bca150522a823214d9316d018da4bcca,2.099,Tether : Binance
20797478,0x6e94196b9f5bae174c9065406d62edac913862d9,1.999,Tether : Binance
20797415,0xb43b0bace5b9f3a7a13019e640efaf5c59d193bd,2.015106,Tether : Binance
20797346,0x0469e34c6ee8106880c7b3fee68bbd9862311af6,1.983008,Tether : Binance
20797122,0x7e5399b7a9b6c29870e4cb919d407ac2d4cfd1bf,1.999,Tether : Binance
20797101,0x277c1d5d453cf4a2bc3c18c611d9cab08b900e7e,1.988152,Tether : Binance
20797057,0x119b859602383e6518bf7d730fe1e23182b8a8f4,1.999,Tether : Binance
20797033,0xf6cff55a54e7a9703cebd8b30eb79de06335fa9e,1.989606,Tether : Binance
20796969,0x66d928b9a886c851410ac797806630a3a5773739,1.999,Tether : Binance
20796832,0xddbb89804645ee01b0e6b1c36c74844ccb084cd2,1.980272,Tether : Binance
20796657,0x97e5f4f7ab294715f0b1fc326c020e379de03fe3,1.999,Tether : Binance
20796618,0xceb4a8bfb9bf960db32eafaa5e1dc6b8284be1e5,1.999,Tether : Binance
20796476,0x9fcf3776fcbbb926cde7fa21579cf6fb4ab89d29,1.988191,Tether : Binance
20796445,0x9879406c2ef6578ceb59009d64151ef3f225830b,2.044766,Tether : Binance
20796355,0x651774cd5f5a3fc2bb1ae5e1f7b46ca52fe265d5,1.990944,Tether : Binance
20795960,0x369213d336868e4517601fad29440669c7eacbde,1.976335,Tether : Binance
20795910,0x471caf57822cbc655a96e482c6f3966e11229d71,1.999,Tether : Binance
20795822,0x311d07c06ddbf3f08d599a2a0e3b3545ee56a6ca,2.0015,Tether : Binance
20795821,0x901157dc306efa7577f37067a18b55c3812c1fb0,2.0007,Tether : Binance
20795819,0x0cfb5494f90eef71eae777d538f189ddea97da83,2.0009,Tether : Binance
20795819,0x44965cd145e5f195fc0402e0a763bb86a5ec9868,2.0011,Tether : Binance
20795819,0x8dd99494b683f73e53adf7e256618009debe01a0,2.0009,Tether : Binance
20795817,0x0d9d48bfcc6d6f1151ae2a9633e31cf8dbdaf5bf,2.002,Tether : Binance
20795816,0x19788c4ebd67cf74ae8b1891bc353f64f1b34e05,2.0003,Tether : Binance
20795816,0xd8458935c74747471393915cbda0548ab475ded5,2.0001,Tether : Binance
20795816,0xe9f7715e532b9564af15daf2e2c7655f247ec468,2.0002,Tether : Binance
20795814,0xdceff9cb8bd24034b184780861751ac51995aa3b,2.0014,Tether : Binance
20795814,0xef25c60113b4bd95f20cf86f1e634ff991cb18fb,2.0016,Tether : Binance
20795814,0xeb14424a5d56d1815689093106b7ad89ed6c93b1,2.0016,Tether : Binance
20795811,0x7d78b5066f380e944d4063a8f3ce907019cb46bb,2.002,Tether : Binance
20795810,0x163e532647aab4b554566ec656300afe6f872799,2.001,Tether : Binance
20795810,0x4a853e39176670229d3230f9c2efc32852c549a9,2.0005,Tether : Binance
20795808,0x4ccad9656b32a9ea74705131ca0a055143f9c7c4,2.0013,Tether : Binance
20795807,0x58b9bdcdff6f52f76c29eedb5f6afd05587b128e,2.0003,Tether : Binance
20795807,0x03e89b4911525b52133607ef0503875e098d7b68,2,Tether : Binance
20795804,0xb198afc1935f4149bb1000a40ba6c62574ea5419,2.0014,Tether : Binance
20795804,0x36b71a19878e26c61bb1549872c28803239aae63,2,Tether : Binance
20795802,0x8ee8753d4b440888335cc8765dd969c02b48bade,2.0018,Tether : Binance
20795802,0x2822c9162258177f0a5cac03b090ba312cf06a9c,2.002,Tether : Binance
20795800,0x3c17a262c60458eba57ae75d41320f1f74f9c869,2.0009,Tether : Binance
20795798,0xcf328859eff41e79b3afd2b26d085fe88f2c4924,2.0017,Tether : Binance
