Funding block,address,Funding Amount[CELO],Funding Entity,Exists_in_Large_File,Number of LZ tx,Projects,Total LZ Volume $,Average LZ Volume $,Number of OAPPS,Number of Sendchian,Number of Chian,EarliestLZdata,affinity,Onmichain Balance$,eth linea base scroll zks Balance$
20468416,0x9ebd7f7ca3e83179ff536c6721c9480d5c67b11c,1.9619,Tether : Binance,FALSE,76,"['Merkly' 'Angle' 'Angle' 'Angle' nan nan nan nan 'Angle' 'CoreDAO'
 'Angle' 'Aptos Bridge' 'Stargate' 'Stargate' 'Merkly' 'Angle' 'Angle'
 'Angle' 'Angle' 'Stargate' 'Merkly' 'Angle' 'Gas.zip' 'CoreDAO' 'Angle'
 'Merkly' 'Angle' 'Angle' nan nan 'Angle' 'Merkly' 'Stargate' 'Angle'
 'Testnet Bridge' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Bitcoin Bridge' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle' 'CoreDAO'
 'Angle' 'Angle' 'Holograph' nan 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle'
 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle' 'Stargate' 'Angle' 'Angle'
 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle' 'Stargate' 'CoreDAO' 'Angle'
 'Angle' 'Stargate' 'Angle' 'Angle']",68.1,0.9,10,6,16,2023/5/14 9:18,76,41.72,"[0, 10.02, 2.24, 0, 16.91]"
20468408,0x870a7f2a24bdee9457f6d4a9d12e3501161d8c96,1.9746,Tether : Binance,FALSE,49,"['Stargate' 'Stargate' 'Bitcoin Bridge' 'Angle' nan 'Angle' 'Angle'
 'Angle' 'Stargate' 'Bitcoin Bridge' nan nan 'Angle' 'Merkly' nan
 'CoreDAO' 'CoreDAO' 'Angle' nan 'Angle' 'Merkly' 'Angle' 'Holograph'
 'Angle' 'Merkly' nan 'Angle' 'Angle' nan 'Stargate' 'Angle' 'Merkly'
 'Aptos Bridge' 'Merkly' 'Gas.zip' 'Angle' 'Stargate' 'Merkly' 'CoreDAO'
 'Testnet Bridge' 'Stargate' 'Angle' 'Stargate' 'Angle' 'Stargate'
 'Merkly' 'Merkly' 'Stargate' 'CoreDAO']",66.02,1.35,10,7,17,2023/5/14 9:19,76,54.63,"[0, 8.86, 1.18, 0, 28.14]"
20443173,0xd0f8232d93f74be1b7e4cc88a048f02964e151a1,1.9943,Tether : Binance,FALSE,70,"['Merkly' 'Bitcoin Bridge' 'Angle' 'Bitcoin Bridge' 'Merkly' 'CoreDAO'
 'Angle' 'Merkly' 'Angle' 'Gas.zip' nan 'Testnet Bridge' 'Stargate'
 'Merkly' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Angle'
 'Angle' 'Stargate' 'Gas.zip' 'Stargate' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Aptos Bridge' 'Holograph' 'Merkly' 'Angle'
 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle' nan nan 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle' nan nan nan 'Angle'
 'Angle' 'Angle' 'CoreDAO' 'CoreDAO' 'Stargate' 'Angle' 'Angle' nan]",69.43,0.99,10,7,17,2023/5/13 12:28,76,95.15,"[0, 12.8, 0.77, 26.53, 37.02]"
20443139,0xb1361f4dcbfeb588454ca0e12b2363281b5b8ea1,1.9677,Tether : Binance,FALSE,79,"['Merkly' 'Angle' 'Angle' 'Stargate' 'Stargate' 'Angle' 'Bitcoin Bridge'
 'Angle' 'Angle' 'Angle' nan 'Stargate' 'Angle' 'Angle' 'Angle' 'Merkly'
 'Angle' 'Angle' nan 'Stargate' 'Testnet Bridge' 'Angle' 'Angle' 'Angle'
 'Angle' nan 'Angle' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'CoreDAO'
 nan 'Stargate' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Stargate' 'Angle'
 'Angle' 'Stargate' 'Merkly' 'Gas.zip' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Stargate' 'Angle' 'Stargate'
 'Angle' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'CoreDAO' nan
 'Angle' 'Gas.zip' 'CoreDAO' nan 'Angle' 'Angle' 'Angle' 'Bitcoin Bridge'
 nan 'Angle' 'Angle' 'Angle' 'Aptos Bridge' 'Holograph']",65.74,0.83,10,7,16,2023/5/13 16:00,76,73.1,"[0, 5.1, 0.78, 19.78, 28.38]"
20443105,0x910b570470a03d2abe0625d87d048e525c215b67,1.9576,Tether : Binance,FALSE,64,"[nan 'Stargate' 'Angle' 'Angle' nan 'Merkly' 'Testnet Bridge' 'Gas.zip'
 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Stargate' 'CoreDAO' 'Angle'
 'Merkly' 'Stargate' 'Angle' nan 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle'
 'Bitcoin Bridge' 'CoreDAO' 'Stargate' 'Merkly' 'Angle' 'Merkly' nan
 'Angle' 'Angle' 'Angle' 'Gas.zip' nan 'Merkly' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Stargate' 'Merkly' 'Angle'
 'Angle' 'Angle' 'Angle' 'Merkly' 'Stargate' 'Angle' nan 'Stargate'
 'Bitcoin Bridge' 'Angle' 'Aptos Bridge' nan 'Holograph' 'Angle' 'Angle'
 'CoreDAO']",76.05,1.19,10,7,18,2023/5/13 12:47,76,79.46,"[0, 7.42, 0.3, 23.55, 31.65]"
20443093,0xa8d606d64ebfc4d9122c8b65f5dc8f525ae8fbae,1.9802,Tether : Binance,FALSE,75,"['Merkly' 'Angle' 'Angle' 'Angle' 'Stargate' nan 'Merkly' nan 'Angle'
 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Angle' 'Stargate' 'Angle' 'Angle' 'Angle' 'CoreDAO' nan 'Angle' 'Angle'
 'Angle' 'Merkly' 'Angle' 'Angle' 'Stargate' 'Testnet Bridge' 'Angle'
 'Angle' 'Angle' 'Angle' 'Stargate' nan 'Angle' 'Angle' 'CoreDAO' 'Merkly'
 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle' 'Angle' 'Holograph' 'Merkly'
 'Merkly' nan 'Angle' 'Merkly' 'Bitcoin Bridge' 'Angle' 'Merkly' 'Angle'
 'Stargate' 'Angle' 'Stargate' 'Angle' 'CoreDAO' 'Aptos Bridge' 'Gas.zip'
 'Angle' 'Angle' 'Merkly' nan 'Angle' 'Gas.zip' 'Angle' 'CoreDAO' 'Angle'
 'Stargate' 'Stargate' 'Angle']",62.71,0.84,10,7,17,2023/5/13 12:47,76,70.16,"[0, 0.34, 0.79, 22.61, 29.83]"
20443031,0xbc6eff989a10ad727fba92b608f2eaba180298bd,1.9681,Tether : Binance,FALSE,55,"['Stargate' 'Angle' 'Merkly' 'Angle' 'Angle' 'Stargate' nan 'Merkly'
 'Angle' 'Aptos Bridge' 'Angle' 'Angle' nan 'Gas.zip' nan 'Stargate' nan
 'Merkly' 'Angle' 'Angle' 'CoreDAO' 'CoreDAO' 'Gas.zip' 'Angle'
 'Bitcoin Bridge' 'Angle' 'Angle' 'Merkly' 'Angle' 'CoreDAO'
 'Bitcoin Bridge' 'Angle' nan 'Stargate' nan 'Angle' 'Stargate' 'Merkly'
 'Angle' 'Angle' 'Stargate' 'Merkly' 'CoreDAO' 'Angle' 'Merkly' 'Merkly'
 'Stargate' 'Testnet Bridge' 'Merkly' 'Angle' 'Angle' nan 'Holograph'
 'Bitcoin Bridge' 'Stargate']",66.21,1.2,10,7,18,2023/5/13 9:41,76,88.18,"[0, 10.95, 0.66, 21.69, 37.84]"
20442947,0x0a2820a21eb81ed9263030b7b4e1a8c6f4a28e7e,1.9563,Tether : Binance,FALSE,77,"['Merkly' 'Angle' 'Bitcoin Bridge' 'Angle' 'Merkly' 'Merkly' 'Angle'
 'Angle' 'Stargate' 'Bitcoin Bridge' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Merkly' 'Angle' 'Merkly' nan 'Angle' 'CoreDAO' 'Gas.zip'
 'Angle' 'Angle' 'Gas.zip' 'Angle' 'Angle' 'Angle' 'Stargate' 'Angle'
 'Stargate' 'Angle' 'Aptos Bridge' 'Angle' 'Stargate' nan 'Holograph' nan
 'Angle' 'Angle' nan nan 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Stargate'
 'Angle' 'Merkly' 'Merkly' 'Angle' nan 'Angle' 'Stargate' nan 'Angle'
 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle'
 'Testnet Bridge' 'Merkly' 'CoreDAO']",67.6,0.88,10,7,18,2023/5/13 8:21,76,72.59,"[0, 7.34, 0.57, 20.4, 29.26]"
20442921,0x3b64bcb34151953ab1fa14f38e8198a122e729a1,1.9673,Tether : Binance,FALSE,74,"['Angle' 'Angle' 'CoreDAO' 'Angle' 'Stargate' nan 'Angle' 'Angle' 'Merkly'
 'Angle' 'Merkly' 'Stargate' 'Angle' 'Angle' nan 'Angle' 'Merkly' 'Angle'
 'Angle' nan 'Angle' 'Angle' 'CoreDAO' 'Angle' nan 'Merkly' 'Angle'
 'Angle' 'Bitcoin Bridge' 'Merkly' 'CoreDAO' 'Angle' 'Angle' 'Merkly'
 'Gas.zip' 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle' 'Gas.zip'
 'Angle' 'Angle' 'CoreDAO' 'Stargate' 'Merkly' 'Holograph' 'Angle' 'Angle'
 'Angle' 'Stargate' 'Angle' 'Angle' 'Merkly' 'Bitcoin Bridge' nan nan
 'Stargate' 'Merkly' 'Angle' 'Testnet Bridge' 'Angle' 'Aptos Bridge'
 'Angle' nan 'Angle' 'Stargate' 'Angle' 'Angle' 'Gas.zip' 'Angle' 'Merkly'
 'Angle' 'Bitcoin Bridge']",7024.92,94.93,10,7,18,2023/5/13 8:20,76,78.92,"[4.77, 5.18, 0.14, 21.24, 28.6]"
20442891,0x414e89e2340780ef7bc094614da02021c3e69b14,1.9766,Tether : Binance,FALSE,73,"['Angle' nan 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle' 'CoreDAO' 'Angle'
 'Angle' 'Merkly' 'Angle' 'Testnet Bridge' 'Angle' 'Stargate' 'Angle' nan
 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Gas.zip' 'Angle'
 'Angle' 'Stargate' 'Angle' 'Stargate' 'Stargate' 'Angle' nan 'Angle'
 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Angle' nan 'CoreDAO' 'Angle'
 'Aptos Bridge' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle'
 'Bitcoin Bridge' 'Merkly' 'Angle' nan 'Angle' 'Angle' nan 'Merkly'
 'Bitcoin Bridge' 'Holograph' 'Angle' nan 'Merkly' 'Angle' 'Gas.zip'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'CoreDAO'
 'Bitcoin Bridge']",59.74,0.82,10,7,18,2023/5/12 13:39,76,73.29,"[0, 8.09, 0.02, 17.8, 28.99]"
20442880,0xa74da41fbae5b329c93d83faa5d5adeeee2ec6ae,1.953,Tether : Binance,FALSE,77,"['Bitcoin Bridge' 'Gas.zip' nan 'Angle' 'Aptos Bridge' 'CoreDAO' 'Merkly'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Testnet Bridge' 'Merkly'
 'Angle' 'Angle' 'CoreDAO' 'Angle' nan 'Merkly' 'Angle' 'Angle' 'CoreDAO'
 nan 'Angle' 'Stargate' 'Stargate' 'Merkly' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Holograph' 'Angle'
 'Angle' 'Stargate' 'Angle' nan 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Gas.zip' 'Angle' 'Stargate' 'Angle' 'Merkly' 'Stargate'
 'Stargate' 'Angle' nan 'Merkly' nan 'Angle' 'Angle' 'Angle' 'Angle'
 'Bitcoin Bridge' 'Angle' 'Bitcoin Bridge' 'Angle' 'Stargate' nan 'Angle'
 'CoreDAO' 'Angle' 'Angle' 'Stargate' 'Angle']",67.79,0.88,10,7,17,2023/5/12 13:38,76,94.89,"[0.86, 16.35, 0.45, 26.69, 31.16]"
20442849,0x41a56a5149fdf0e9af1115a64031fe16f24b8c39,1.9934,Tether : Binance,FALSE,78,"['Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Gas.zip' 'Angle'
 'Bitcoin Bridge' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Stargate' 'Angle' 'Testnet Bridge' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Angle' nan 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Stargate' 'Merkly'
 nan 'Merkly' 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Bitcoin Bridge' 'Angle'
 'Angle' 'Aptos Bridge' 'Angle' 'Angle' 'Angle' nan 'Angle' 'Gas.zip'
 'Bitcoin Bridge' nan 'Stargate' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle'
 'Angle' 'Holograph' 'CoreDAO' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate'
 nan 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Merkly'
 nan 'Stargate' nan 'Angle' 'Merkly']",58.11,0.74,10,7,17,2023/5/12 12:45,76,75.51,"[0, 4.61, 0.43, 23.27, 29.1]"
20442827,0xa457f32968b7d94d1da1372a3ce77ddf469524ba,1.9817,Tether : Binance,FALSE,79,"['Angle' 'Merkly' 'Merkly' 'Angle' 'Stargate' 'Stargate' 'Stargate' nan
 'Merkly' 'Merkly' 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle' nan 'Gas.zip'
 'Aptos Bridge' 'Angle' 'Angle' 'Stargate' 'CoreDAO' 'Angle' nan
 'Stargate' nan 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle' 'Stargate' 'CoreDAO'
 'Stargate' 'Angle' 'Angle' nan 'Stargate' nan 'Gas.zip' 'Angle' 'Angle'
 'Merkly' 'Bitcoin Bridge' 'Merkly' nan 'Angle' 'Merkly' 'Angle' 'Merkly'
 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Testnet Bridge' 'CoreDAO' 'Angle' 'Angle' nan 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle']",65.6,0.83,9,7,17,2023/5/13 14:41,76,68.12,"[0.66, 4.44, 0.57, 16.21, 25.33]"
20442815,0xd9251e091f525fbed070a1c66503cd683281b159,1.9842,Tether : Binance,FALSE,72,"['Stargate' nan 'Gas.zip' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'CoreDAO' 'Angle' 'Testnet Bridge' 'Angle' 'Bitcoin Bridge' 'Angle'
 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle'
 'Bitcoin Bridge' 'CoreDAO' 'Angle' 'Angle' 'Angle' nan 'Angle' 'Angle'
 'Stargate' 'Angle' 'Angle' 'Angle' 'Stargate' 'Merkly' 'Aptos Bridge'
 'Angle' 'Stargate' 'Bitcoin Bridge' 'Angle' nan 'Merkly' nan 'Merkly'
 'Merkly' 'Angle' 'Holograph' 'CoreDAO' nan 'Angle' 'Angle' 'Angle'
 'Stargate' 'Stargate' 'Angle' 'Merkly' 'Angle' 'Stargate' nan 'CoreDAO'
 'Angle' 'Angle' 'Angle' nan 'Angle' 'Merkly' 'Angle' 'Angle' 'Gas.zip'
 'Angle' 'Angle']",67.75,0.94,10,7,18,2023/5/12 12:44,76,78.23,"[2.21, 4.27, 0.65, 24.0, 29.17]"
20442775,0xe58ed6e75ba5723ace629b91e82660a034de36b1,1.9656,Tether : Binance,FALSE,75,"['Stargate' nan nan 'Angle' 'Stargate' 'Angle' 'Bitcoin Bridge' 'Angle'
 'Angle' 'CoreDAO' 'Bitcoin Bridge' 'Stargate' 'Angle' nan 'Angle'
 'Bitcoin Bridge' 'Merkly' 'Merkly' 'Angle' 'Testnet Bridge' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' nan 'Angle' 'Angle' 'Holograph' 'Angle'
 'Gas.zip' 'Angle' 'Angle' 'Stargate' 'Merkly' 'Angle' 'Angle' 'Angle' nan
 'CoreDAO' nan 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Merkly' 'Stargate' 'Angle'
 'CoreDAO' 'Stargate' 'Gas.zip' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Merkly' 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Merkly' 'Angle' 'Angle'
 'Aptos Bridge' nan 'Angle']",60.92,0.81,10,7,18,2023/5/12 12:06,76,78.66,"[3.75, 8.61, 1.87, 24.43, 25.63]"
20442741,0x240d3c0b227a0cea7c0bf67048edcdf15f5df5d4,1.9891,Tether : Binance,FALSE,79,"['Stargate' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly' nan
 'Stargate' 'Stargate' 'Angle' 'Angle' 'Stargate' 'Bitcoin Bridge'
 'Stargate' nan 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle' 'Merkly'
 'Bitcoin Bridge' 'Angle' 'Angle' 'Merkly' 'Angle' nan 'Angle' 'Angle'
 'Angle' 'Angle' nan 'Stargate' 'Angle' 'Angle' 'Aptos Bridge' 'Angle'
 'Angle' 'Bitcoin Bridge' 'Merkly' 'Testnet Bridge' 'Angle' 'Angle'
 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle' nan 'Merkly' 'CoreDAO' nan nan
 nan 'Angle' 'Angle' 'Holograph' 'Angle' 'Angle' 'Stargate' 'Merkly'
 'Angle' 'Angle' 'Angle' 'CoreDAO' 'Angle' 'Angle' 'Angle' 'Angle'
 'Gas.zip' 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly'
 'Stargate']",61.69,0.78,10,6,17,2023/5/12 12:08,76,88.45,"[5.29, 7.72, 2.85, 27.15, 25.68]"
20442724,0xeee1cb1a483c68f7e5ba73c03a1a93fc60d12429,1.9917,Tether : Binance,FALSE,73,"['CoreDAO' 'CoreDAO' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Merkly' 'Angle' 'Angle' nan nan nan 'Stargate' 'Angle' 'Holograph'
 'Bitcoin Bridge' nan 'Angle' 'Stargate' 'Bitcoin Bridge' 'Merkly' 'Angle'
 'Angle' 'Angle' 'Angle' 'Gas.zip' 'Angle' 'Stargate' 'Angle' 'Merkly'
 'Merkly' 'Angle' 'Angle' nan 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle'
 'Merkly' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Testnet Bridge' 'CoreDAO'
 'Angle' 'Aptos Bridge' 'Angle' 'Merkly' 'Angle' 'Angle' 'CoreDAO' 'Angle'
 'Angle' 'Angle' 'Angle' 'Bitcoin Bridge' 'Angle' 'Angle' 'Stargate'
 'Stargate' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle' nan
 nan 'Angle']",60.83,0.83,10,6,16,2023/5/12 11:34,76,92.92,"[4.94, 10.36, 2.31, 24.89, 28.98]"
20442652,0x4e135c80c72312cbc086fcaeb4a313fde68e7e3b,1.9602,Tether : Binance,FALSE,82,"['Stargate' 'Angle' nan 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate'
 'Bitcoin Bridge' 'Angle' nan 'Merkly' 'Stargate' 'Angle' 'Angle'
 'CoreDAO' 'Bitcoin Bridge' 'Angle' 'Angle' 'Merkly' 'Aptos Bridge'
 'Stargate' 'Angle' 'Merkly' 'Angle' 'Angle' 'Merkly' 'Angle' 'Angle'
 'Bitcoin Bridge' 'Angle' 'Holograph' 'Merkly' 'Angle' nan 'Angle' 'Angle'
 'Angle' 'Angle' 'Gas.zip' 'Stargate' 'Angle' 'Angle' nan 'Angle' 'Angle'
 'Stargate' 'Angle' nan 'CoreDAO' 'CoreDAO' 'Merkly' 'Angle' 'Merkly'
 'Angle' nan 'Angle' 'Angle' 'Merkly' 'Stargate' 'Angle' 'Angle'
 'Stargate' 'Merkly' 'Angle' 'Stargate' nan 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'CoreDAO']",61.52,0.75,9,5,15,2023/5/11 22:01,76,95.48,"[3.53, 8.2, 1.92, 26.76, 33.31]"
20442617,0xb70168b6f85451f90e55887c295f69dcb8a194a7,1.9876,Tether : Binance,FALSE,67,"['Merkly' 'Merkly' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Merkly' 'Angle'
 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' nan 'Angle' 'Angle' 'Angle'
 'CoreDAO' 'Gas.zip' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'CoreDAO' nan
 nan 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Bitcoin Bridge' 'Angle' 'Merkly' nan 'CoreDAO' 'Angle' 'Angle' 'Angle'
 'Bitcoin Bridge' 'Testnet Bridge' 'Stargate' nan 'Angle' 'Angle' 'Merkly'
 'Angle' 'Stargate' 'Angle' 'Angle' nan 'Angle' 'Stargate' 'Stargate'
 'Angle' 'Angle' 'Angle' 'Stargate' 'Aptos Bridge' 'Angle' 'CoreDAO'
 'Merkly' 'Angle' 'Angle']",80.33,1.2,9,6,16,2023/5/11 21:32,76,106.67,"[5.28, 13.48, 2.45, 25.21, 29.78]"
20442591,0xa61276bb6583f28c75bdbb8bd3e6a2700582a3c4,1.9556,Tether : Binance,FALSE,72,"['Angle' 'Merkly' 'Merkly' 'Angle' 'Angle' nan 'Angle' 'Stargate' 'Merkly'
 'Stargate' 'CoreDAO' 'Angle' 'Angle' 'Angle' 'Angle' 'Gas.zip' 'Angle'
 'CoreDAO' 'Angle' 'Angle' nan 'Holograph' nan 'Angle' 'Stargate' 'Angle'
 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Merkly' nan 'Stargate'
 'Aptos Bridge' 'Angle' 'Testnet Bridge' 'Angle' 'Bitcoin Bridge' 'Angle'
 'CoreDAO' 'Merkly' 'Bitcoin Bridge' 'Merkly' 'Angle' nan 'Merkly' 'Angle'
 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle' nan 'Angle' 'Angle' 'Angle'
 'Angle' 'Angle' 'Angle' 'Merkly' 'Angle' 'Merkly' 'Angle' 'Angle'
 'CoreDAO' 'Angle' 'Stargate' nan 'Merkly' 'Stargate']",57.21,0.79,10,6,19,2023/5/10 16:06,76,75.5,"[1.98, 7.77, 2.32, 26.09, 18.85]"
20442541,0xdb3dc21602f19ff9b519ebaa2765751a2c860568,1.9953,Tether : Binance,FALSE,75,"['Stargate' 'Gas.zip' 'Angle' 'Angle' 'Angle' 'Stargate' 'Bitcoin Bridge'
 'Angle' 'Stargate' 'Angle' 'Angle' nan 'Angle' 'Angle' 'Stargate' 'Angle'
 'Angle' 'Angle' 'Stargate' 'Angle' 'Angle' nan nan 'CoreDAO' 'Merkly'
 'Angle' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle'
 'Angle' 'Holograph' 'Merkly' 'Merkly' 'Angle' 'Angle' 'Bitcoin Bridge'
 'Angle' 'Angle' 'Stargate' 'Merkly' 'Merkly' 'Angle' 'Stargate' 'Angle'
 'Angle' 'Angle' 'Stargate' 'CoreDAO' 'CoreDAO' nan 'Angle' 'Angle'
 'Stargate' 'Stargate' 'CoreDAO' 'Angle' 'Angle' 'Angle' nan
 'Aptos Bridge' 'Stargate' 'Angle' 'Angle' 'Testnet Bridge' 'Merkly'
 'Merkly' 'Gas.zip' 'Merkly' 'Stargate' 'Bitcoin Bridge']",69.85,0.93,10,6,17,2023/5/10 14:57,76,80.18,"[2.19, 5.13, 0.03, 26.18, 27.38]"
20442501,0x26450b8bd4062da2f318374e24afe49dcc713ea6,1.9935,Tether : Binance,FALSE,59,"['Angle' 'Merkly' 'Angle' 'Angle' nan 'Angle' 'Angle' 'Holograph'
 'Stargate' 'Angle' 'CoreDAO' 'Angle' 'Merkly' nan 'Angle' 'Stargate'
 'CoreDAO' 'Angle' 'Angle' 'Gas.zip' 'CoreDAO' 'Merkly' 'Bitcoin Bridge'
 'Angle' nan 'Merkly' nan 'CoreDAO' 'Angle' 'Testnet Bridge' 'Angle'
 'Bitcoin Bridge' 'Angle' 'Angle' 'Stargate' 'Angle' nan 'Angle' 'Angle'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Stargate' 'Merkly' 'Angle'
 'Angle' 'Stargate' 'Angle' 'Angle' 'Merkly' 'Stargate' 'Angle' 'Merkly'
 'Angle' 'Angle' 'Angle' 'Angle']",56.16,0.95,9,6,15,2023/5/10 12:05,76,187.14,"[5.86, 10.37, 1.13, 23.01, 24.81]"
20442479,0xb413a26753636aeaac4217dab672483fccf8c685,1.9898,Tether : Binance,FALSE,76,"['Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly' 'Bitcoin Bridge'
 'Holograph' 'Angle' 'Angle' 'Testnet Bridge' 'Angle' 'Angle' 'Stargate'
 'Stargate' 'Angle' nan 'Stargate' 'Bitcoin Bridge' nan 'Angle' 'Angle'
 'Angle' 'Gas.zip' 'Stargate' 'Angle' 'CoreDAO' 'Stargate' 'Merkly'
 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Angle' 'Merkly'
 'Angle' 'CoreDAO' 'Merkly' 'Angle' 'Angle' 'Angle' 'Angle' 'CoreDAO'
 'Angle' 'Stargate' 'Stargate' 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle'
 nan 'Angle' 'Stargate' 'Angle' 'Angle' 'Bitcoin Bridge' nan 'Merkly'
 'CoreDAO' 'Aptos Bridge' 'Angle' nan 'Angle' 'Angle' 'Angle' nan 'Angle'
 'Stargate' 'Angle' 'Angle' 'Angle' 'Angle']",67.26,0.89,10,6,18,2023/5/10 12:03,76,170.78,"[91.88, 6.67, 1.15, 27.67, 28.35]"
